replication	sample	demand_type	total_demand	selected_count	selected	context_market	context_trend	context_promotion	context_attention
2	38	CONDITIONAL_MEAN	1858.7914765272	9	0|2|4|6|7|8|9|10|11	0.6526274368	0.6333333333	0.2352517344	0.4631104974
2	39	REALIZED	1084.7127563044	7	0|3|4|7|8|9|10	0.1684455315	0.6500000000	0.6183975850	0.3232739125
2	39	CONDITIONAL_MEAN	1818.9316760389	9	2|3|4|6|7|8|9|10|11	0.1684455315	0.6500000000	0.6183975850	0.3232739125
2	40	REALIZED	1348.1933865749	8	0|2|3|4|6|8|9|10	0.3914199686	0.6666666667	0.2867780413	0.2744082057
2	40	CONDITIONAL_MEAN	1706.1609273173	9	0|2|3|4|6|7|8|9|10	0.3914199686	0.6666666667	0.2867780413	0.2744082057
2	41	REALIZED	2159.4869144980	9	2|3|5|6|7|8|9|10|11	0.3547332841	0.6833333333	0.7295914254	0.8466774185
2	41	CONDITIONAL_MEAN	2217.0239905078	9	0|1|4|6|7|8|9|10|11	0.3547332841	0.6833333333	0.7295914254	0.8466774185
2	42	REALIZED	2398.0123860537	9	0|1|2|3|4|6|7|8|9	0.3621861637	0.7000000000	0.5407445356	0.8448247449
2	42	CONDITIONAL_MEAN	2115.6442436825	9	0|1|4|6|7|8|9|10|11	0.3621861637	0.7000000000	0.5407445356	0.8448247449
2	43	REALIZED	1755.9210298529	9	0|1|2|4|6|8|9|10|11	0.9142231618	0.7166666667	0.0651406269	0.8159608035
2	43	CONDITIONAL_MEAN	2070.4843951570	9	0|1|4|6|7|8|9|10|11	0.9142231618	0.7166666667	0.0651406269	0.8159608035
2	44	REALIZED	1768.7502521983	9	0|1|2|6|7|8|9|10|11	0.6135411293	0.7333333333	0.9565838579	0.7170777490
2	44	CONDITIONAL_MEAN	2429.8685020869	9	0|1|4|6|7|8|9|10|11	0.6135411293	0.7333333333	0.9565838579	0.7170777490
2	45	REALIZED	2331.7727686593	9	1|2|3|4|6|7|8|9|11	0.9681206812	0.7500000000	0.1017174060	0.8702673236
2	45	CONDITIONAL_MEAN	2155.8668341391	9	0|1|4|6|7|8|9|10|11	0.9681206812	0.7500000000	0.1017174060	0.8702673236
2	46	REALIZED	1948.5299183862	9	1|2|4|5|6|8|9|10|11	0.5262919929	0.7666666667	0.2786016182	0.0771570581
2	46	CONDITIONAL_MEAN	1719.0544528882	9	0|3|4|6|7|8|9|10|11	0.5262919929	0.7666666667	0.2786016182	0.0771570581
2	47	REALIZED	2488.4914287161	9	0|2|4|6|7|8|9|10|11	0.1210391699	0.7833333333	0.8964408583	0.5913685668
2	47	CONDITIONAL_MEAN	2146.3106276143	9	0|1|4|6|7|8|9|10|11	0.1210391699	0.7833333333	0.8964408583	0.5913685668
2	48	REALIZED	2040.2462004878	9	1|2|4|6|7|8|9|10|11	0.1951593448	0.8000000000	0.4895594196	0.9849810641
2	48	CONDITIONAL_MEAN	2122.7397279714	9	0|1|4|6|7|8|9|10|11	0.1951593448	0.8000000000	0.4895594196	0.9849810641
2	49	REALIZED	1549.5036410580	9	0|3|4|5|6|7|8|9|10	0.4825896279	0.8166666667	0.4617428800	0.4997931901
2	49	CONDITIONAL_MEAN	2021.8377440812	9	0|1|4|6|7|8|9|10|11	0.4825896279	0.8166666667	0.4617428800	0.4997931901
2	50	REALIZED	2561.8817573485	9	0|3|4|5|6|8|9|10|11	0.8557637156	0.8333333333	0.8643232708	0.4975256145
2	50	CONDITIONAL_MEAN	2429.9179406445	9	0|1|4|6|7|8|9|10|11	0.8557637156	0.8333333333	0.8643232708	0.4975256145
2	51	REALIZED	1956.9486602796	9	1|2|4|5|6|8|9|10|11	0.5965109871	0.8500000000	0.9544567228	0.9230644135
2	51	CONDITIONAL_MEAN	2568.9991200412	9	1|4|5|6|7|8|9|10|11	0.5965109871	0.8500000000	0.9544567228	0.9230644135
2	52	REALIZED	1454.4405401292	8	2|3|4|6|8|9|10|11	0.2005581303	0.8666666667	0.5337006029	0.6637833659
2	52	CONDITIONAL_MEAN	2038.5246400375	9	0|1|4|6|7|8|9|10|11	0.2005581303	0.8666666667	0.5337006029	0.6637833659
2	53	REALIZED	2030.9923529703	9	0|2|5|6|7|8|9|10|11	0.7675695845	0.8833333333	0.6378529287	0.2374710369
2	53	CONDITIONAL_MEAN	2164.3018473026	9	0|1|4|6|7|8|9|10|11	0.7675695845	0.8833333333	0.6378529287	0.2374710369
2	54	REALIZED	2228.4375242780	9	0|2|4|5|6|8|9|10|11	0.3801352670	0.9000000000	0.5402640783	0.3830472082
2	54	CONDITIONAL_MEAN	2010.5700888448	9	0|1|4|6|7|8|9|10|11	0.3801352670	0.9000000000	0.5402640783	0.3830472082
2	55	REALIZED	2668.0531449122	9	1|2|4|5|6|8|9|10|11	0.6150367586	0.9166666667	0.8939393772	0.0326670198
2	55	CONDITIONAL_MEAN	2172.9257287810	9	0|1|4|6|7|8|9|10|11	0.6150367586	0.9166666667	0.8939393772	0.0326670198
2	56	REALIZED	1349.9007961793	8	2|3|4|6|8|9|10|11	0.0615825057	0.9333333333	0.3956279932	0.8532282915
2	56	CONDITIONAL_MEAN	2012.8241018445	9	0|3|4|6|7|8|9|10|11	0.0615825057	0.9333333333	0.3956279932	0.8532282915
2	57	REALIZED	1057.2268228364	7	0|3|4|6|9|10|11	0.0376527721	0.9500000000	0.5649790493	0.1096810514
2	57	CONDITIONAL_MEAN	1776.4333274062	9	0|3|4|6|7|8|9|10|11	0.0376527721	0.9500000000	0.5649790493	0.1096810514
2	58	REALIZED	2886.5211888191	9	0|1|2|4|5|6|8|9|10	0.7431835283	0.9666666667	0.7700003126	0.2522292775
2	58	CONDITIONAL_MEAN	2277.9413179804	9	0|1|4|6|7|8|9|10|11	0.7431835283	0.9666666667	0.7700003126	0.2522292775
2	59	REALIZED	1538.4489020937	9	2|3|4|6|7|8|9|10|11	0.7394199598	0.9833333333	0.1239921423	0.6915645536
2	59	CONDITIONAL_MEAN	2099.4305823129	9	0|1|4|6|7|8|9|10|11	0.7394199598	0.9833333333	0.1239921423	0.6915645536
3	0	REALIZED	1506.3380705149	8	0|1|4|5|6|7|8|9	0.6479056152	0.0000000000	0.2269348266	0.9696058537
3	0	CONDITIONAL_MEAN	1761.5544179893	9	0|1|4|5|6|7|8|9|11	0.6479056152	0.0000000000	0.2269348266	0.9696058537
3	1	REALIZED	1620.2150397067	9	0|1|4|5|6|7|8|9|10	0.3992021703	0.0166666667	0.4015172390	0.2908781644
3	1	CONDITIONAL_MEAN	1375.9842228241	8	0|1|4|5|6|7|8|9	0.3992021703	0.0166666667	0.4015172390	0.2908781644
3	2	REALIZED	1486.0984294480	9	0|2|4|5|6|7|8|9|11	0.1113020446	0.0333333333	0.2094792692	0.6022823529
3	2	CONDITIONAL_MEAN	1382.1609194546	8	0|1|4|5|6|7|8|9	0.1113020446	0.0333333333	0.2094792692	0.6022823529
3	3	REALIZED	1671.5410458798	9	0|1|4|5|6|7|8|9|10	0.8275980784	0.0500000000	0.3437498889	0.3007011442
3	3	CONDITIONAL_MEAN	1524.8933189525	9	0|1|4|5|6|7|8|9|11	0.8275980784	0.0500000000	0.3437498889	0.3007011442
3	4	REALIZED	1339.3416875491	8	0|1|4|5|6|7|8|9	0.5906268664	0.0666666667	0.9738730012	0.4637605219
3	4	CONDITIONAL_MEAN	1763.4529493707	9	0|1|4|5|6|7|8|9|11	0.5906268664	0.0666666667	0.9738730012	0.4637605219
3	5	REALIZED	1604.5763098623	9	0|1|4|5|6|7|8|9|11	0.1457025949	0.0833333333	0.5336003402	0.3166034370
3	5	CONDITIONAL_MEAN	1376.8145097153	8	0|1|4|5|6|7|8|9	0.1457025949	0.0833333333	0.5336003402	0.3166034370
3	6	REALIZED	2549.0259081914	9	0|1|3|4|5|7|8|9|10	0.1381862989	0.1000000000	0.8439031688	0.9605227941
3	6	CONDITIONAL_MEAN	1841.8497621253	9	0|1|4|5|6|7|8|9|10	0.1381862989	0.1000000000	0.8439031688	0.9605227941
3	7	REALIZED	1598.6028347215	9	0|1|4|5|6|7|8|9|11	0.8291031880	0.1166666667	0.0579133169	0.9489890107
3	7	CONDITIONAL_MEAN	1802.8123473376	9	0|1|4|5|6|7|8|9|11	0.8291031880	0.1166666667	0.0579133169	0.9489890107
3	8	REALIZED	1620.2020926874	9	0|1|3|4|5|6|7|9|11	0.4721898357	0.1333333333	0.3400876026	0.7286232937
3	8	CONDITIONAL_MEAN	1666.5280100768	9	0|1|4|5|6|7|8|9|11	0.4721898357	0.1333333333	0.3400876026	0.7286232937
3	9	REALIZED	1435.9682688429	8	0|1|4|5|6|7|8|9	0.2867649363	0.1500000000	0.2544037595	0.5316045216
3	9	CONDITIONAL_MEAN	1471.0210834933	8	0|1|4|5|6|7|8|9	0.2867649363	0.1500000000	0.2544037595	0.5316045216
3	10	REALIZED	1701.6662533138	9	0|1|4|5|6|7|9|10|11	0.8948152060	0.1666666667	0.4103023661	0.9846062995
3	10	CONDITIONAL_MEAN	1992.8473498996	9	0|1|4|5|6|7|8|9|10	0.8948152060	0.1666666667	0.4103023661	0.9846062995
3	11	REALIZED	1836.1151794540	9	0|1|3|4|5|7|8|9|10	0.5529753466	0.1833333333	0.6297099708	0.6334534637
3	11	CONDITIONAL_MEAN	1768.3886981240	9	0|1|4|5|6|7|8|9|11	0.5529753466	0.1833333333	0.6297099708	0.6334534637
3	12	REALIZED	1247.9402247991	8	0|1|4|5|6|7|8|9	0.0846466842	0.2000000000	0.0848824483	0.0660442964
3	12	CONDITIONAL_MEAN	1108.0964509616	8	0|1|4|5|6|7|8|9	0.0846466842	0.2000000000	0.0848824483	0.0660442964
3	13	REALIZED	1684.0506166809	9	0|1|4|5|6|7|8|9|10	0.0339975033	0.2166666667	0.0432258656	0.0910606858
3	13	CONDITIONAL_MEAN	1096.0498951962	8	0|1|4|5|6|7|8|9	0.0339975033	0.2166666667	0.0432258656	0.0910606858
3	14	REALIZED	1976.4121234851	9	0|1|3|4|5|7|8|9|10	0.5913926735	0.2333333333	0.4241304694	0.7083164377
3	14	CONDITIONAL_MEAN	1769.9435085234	9	0|1|4|5|6|7|8|9|11	0.5913926735	0.2333333333	0.4241304694	0.7083164377
3	15	REALIZED	1584.5933702173	9	0|1|4|5|7|8|9|10|11	0.5546205121	0.2500000000	0.0865390786	0.0487045538
3	15	CONDITIONAL_MEAN	1285.2493614532	8	0|1|4|5|6|7|8|9	0.5546205121	0.2500000000	0.0865390786	0.0487045538
3	16	REALIZED	1105.1283647802	8	0|1|4|5|6|7|8|9	0.0328647689	0.2666666667	0.2118503108	0.4465531814
3	16	CONDITIONAL_MEAN	1370.2164650184	8	0|1|4|5|6|7|8|9	0.0328647689	0.2666666667	0.2118503108	0.4465531814
3	17	REALIZED	1271.1666888851	9	0|4|5|6|7|8|9|10|11	0.6905693341	0.2833333333	0.7463402548	0.6684165923
3	17	CONDITIONAL_MEAN	1919.9196624287	9	0|1|4|5|6|7|8|9|10	0.6905693341	0.2833333333	0.7463402548	0.6684165923
3	18	REALIZED	1859.0167500827	9	0|1|4|5|7|8|9|10|11	0.1916079995	0.3000000000	0.9375614667	0.8202040647
3	18	CONDITIONAL_MEAN	1903.0654558753	9	0|1|4|5|6|7|8|9|10	0.1916079995	0.3000000000	0.9375614667	0.8202040647
3	19	REALIZED	1633.2986501193	9	0|1|4|5|6|7|8|9|11	0.3112003320	0.3166666667	0.4482097830	0.5971358595
3	19	CONDITIONAL_MEAN	1655.4943903661	9	0|1|4|5|6|7|8|9|11	0.3112003320	0.3166666667	0.4482097830	0.5971358595
3	20	REALIZED	1571.9034984609	9	0|1|4|5|6|7|8|9|10	0.3971278908	0.3333333333	0.1135781452	0.9613924126
3	20	CONDITIONAL_MEAN	1770.1921024280	9	0|1|4|5|6|7|8|9|10	0.3971278908	0.3333333333	0.1135781452	0.9613924126
3	21	REALIZED	1767.6669830766	9	0|1|2|4|5|6|7|9|11	0.6323256277	0.3500000000	0.0618005792	0.7727779342
3	21	CONDITIONAL_MEAN	1738.8274472558	9	0|1|4|5|6|7|8|9|11	0.6323256277	0.3500000000	0.0618005792	0.7727779342
3	22	REALIZED	1975.0363607374	9	0|1|2|4|5|7|8|9|10	0.0845626693	0.3666666667	0.5366639835	0.9454188760
3	22	CONDITIONAL_MEAN	1817.9512885508	9	0|1|4|5|6|7|8|9|10	0.0845626693	0.3666666667	0.5366639835	0.9454188760
3	23	REALIZED	2174.0858251806	9	0|1|3|4|5|7|8|9|10	0.6150078491	0.3833333333	0.8860646298	0.7658965626
3	23	CONDITIONAL_MEAN	2038.9387978433	9	0|1|4|5|6|7|8|9|10	0.6150078491	0.3833333333	0.8860646298	0.7658965626
3	24	REALIZED	1325.0830133947	8	0|1|4|5|6|7|8|9	0.1764657212	0.4000000000	0.3573788922	0.6101647334
3	24	CONDITIONAL_MEAN	1618.1635967060	9	0|1|4|5|6|7|8|9|11	0.1764657212	0.4000000000	0.3573788922	0.6101647334
3	25	REALIZED	1346.2295626654	8	0|1|4|5|6|7|8|9	0.7007577800	0.4166666667	0.6171380495	0.1252108451
3	25	CONDITIONAL_MEAN	1639.1708409562	9	0|1|4|5|6|7|8|9|11	0.7007577800	0.4166666667	0.6171380495	0.1252108451
3	26	REALIZED	2410.3075627982	9	0|1|4|5|7|8|9|10|11	0.7350418953	0.4333333333	0.6277801314	0.6577930999
3	26	CONDITIONAL_MEAN	1950.9502174703	9	0|1|4|5|6|7|8|9|10	0.7350418953	0.4333333333	0.6277801314	0.6577930999
3	27	REALIZED	1371.5492371676	8	0|1|4|5|6|7|8|9	0.0891322315	0.4500000000	0.7814992251	0.3940509666
3	27	CONDITIONAL_MEAN	1643.7629973063	9	0|1|4|5|6|7|8|9|11	0.0891322315	0.4500000000	0.7814992251	0.3940509666
3	28	REALIZED	1504.2809305751	8	0|1|4|5|6|7|8|9	0.0810406825	0.4666666667	0.7084547264	0.8434978922
3	28	CONDITIONAL_MEAN	1865.5728001678	9	0|1|4|5|6|7|8|9|10	0.0810406825	0.4666666667	0.7084547264	0.8434978922
3	29	REALIZED	2005.5800469570	9	0|1|4|5|6|7|8|9|10	0.7170260951	0.4833333333	0.6526163640	0.8456233981
3	29	CONDITIONAL_MEAN	2076.6714440815	9	0|1|4|5|6|7|8|9|10	0.7170260951	0.4833333333	0.6526163640	0.8456233981
3	30	REALIZED	2342.5391660014	9	0|1|4|5|6|7|8|9|10	0.5352452168	0.5000000000	0.6119552861	0.1479282739
3	30	CONDITIONAL_MEAN	1627.0386939693	9	0|1|4|5|6|7|8|9|11	0.5352452168	0.5000000000	0.6119552861	0.1479282739
3	31	REALIZED	1465.3449504362	8	0|1|4|5|6|7|8|9	0.9511136998	0.5166666667	0.6794527299	0.0371700190
3	31	CONDITIONAL_MEAN	1744.0186843888	9	0|1|4|5|6|7|8|9|11	0.9511136998	0.5166666667	0.6794527299	0.0371700190
3	32	REALIZED	1914.3231830709	9	0|3|4|5|6|7|8|9|10	0.9811784370	0.5333333333	0.1089672284	0.5975125020
3	32	CONDITIONAL_MEAN	1860.8662266736	9	0|1|4|5|6|7|8|9|10	0.9811784370	0.5333333333	0.1089672284	0.5975125020
3	33	REALIZED	1995.4116646410	9	0|1|4|5|6|7|8|9|10	0.6514287556	0.5500000000	0.4682166189	0.9802280200
3	33	CONDITIONAL_MEAN	2088.8564623142	9	0|1|4|5|6|7|8|9|10	0.6514287556	0.5500000000	0.4682166189	0.9802280200
3	34	REALIZED	1540.6641995031	9	0|1|4|5|6|7|8|9|10	0.3047228079	0.5666666667	0.5277108370	0.0247935114
3	34	CONDITIONAL_MEAN	1477.5643906272	9	0|1|4|5|6|7|8|9|11	0.3047228079	0.5666666667	0.5277108370	0.0247935114
3	35	REALIZED	1504.1473184196	9	0|1|4|5|6|7|8|9|10	0.5848616873	0.5833333333	0.2623268903	0.7742952143
3	35	CONDITIONAL_MEAN	1894.1243438250	9	0|1|4|5|6|7|8|9|10	0.5848616873	0.5833333333	0.2623268903	0.7742952143
3	36	REALIZED	1909.2189624022	9	0|1|2|4|5|7|8|9|10	0.2786369135	0.6000000000	0.4223100540	0.5930118976
3	36	CONDITIONAL_MEAN	1752.9602977711	9	0|1|4|5|6|7|8|9|10	0.2786369135	0.6000000000	0.4223100540	0.5930118976
3	37	REALIZED	1588.4320973329	9	0|1|4|5|6|7|8|9|11	0.2766552562	0.6166666667	0.1567828527	0.6466540014
3	37	CONDITIONAL_MEAN	1693.1714039221	9	0|1|4|5|6|7|8|9|11	0.2766552562	0.6166666667	0.1567828527	0.6466540014
3	38	REALIZED	1700.3391383217	9	0|1|4|5|6|7|8|9|10	0.8276471688	0.6333333333	0.1926465887	0.4988516503
3	38	CONDITIONAL_MEAN	1826.0667301255	9	0|1|4|5|6|7|8|9|10	0.8276471688	0.6333333333	0.1926465887	0.4988516503
3	39	REALIZED	2092.4453924455	9	0|1|3|4|5|6|8|9|10	0.8844281270	0.6500000000	0.3184244720	0.4086603333
3	39	CONDITIONAL_MEAN	1849.2612573468	9	0|1|4|5|6|7|8|9|10	0.8844281270	0.6500000000	0.3184244720	0.4086603333
3	40	REALIZED	1936.0501303990	9	0|1|4|5|6|7|8|9|10	0.6424658688	0.6666666667	0.8114501340	0.4271952102
3	40	CONDITIONAL_MEAN	1958.4935160954	9	0|1|4|5|6|7|8|9|10	0.6424658688	0.6666666667	0.8114501340	0.4271952102
3	41	REALIZED	2023.3485556196	9	0|1|4|5|6|7|8|9|10	0.8958585850	0.6833333333	0.7287661689	0.7895994854
3	41	CONDITIONAL_MEAN	2221.2784669634	9	0|1|4|5|6|7|8|9|10	0.8958585850	0.6833333333	0.7287661689	0.7895994854
3	42	REALIZED	2046.6397899434	9	0|1|4|5|6|7|8|9|10	0.4776827241	0.7000000000	0.7933055151	0.1839875204
3	42	CONDITIONAL_MEAN	1776.4850943288	9	0|1|4|5|6|7|8|9|10	0.4776827241	0.7000000000	0.7933055151	0.1839875204
3	43	REALIZED	1454.1749938742	8	0|1|4|5|6|7|9|11	0.7052989366	0.7166666667	0.2463802190	0.0887516805
3	43	CONDITIONAL_MEAN	1615.4501459199	9	0|1|4|5|6|7|8|9|11	0.7052989366	0.7166666667	0.2463802190	0.0887516805
3	44	REALIZED	1863.7345962910	9	0|1|4|5|6|7|8|9|10	0.9473172924	0.7333333333	0.6485235965	0.4593283400
3	44	CONDITIONAL_MEAN	2052.6381459673	9	0|1|4|5|6|7|8|9|10	0.9473172924	0.7333333333	0.6485235965	0.4593283400
3	45	REALIZED	1697.9128469357	9	0|3|4|5|6|7|8|9|10	0.9680252123	0.7500000000	0.5357635363	0.2244824094
3	45	CONDITIONAL_MEAN	1899.1441889418	9	0|1|4|5|6|7|8|9|10	0.9680252123	0.7500000000	0.5357635363	0.2244824094
3	46	REALIZED	2610.0525059388	9	0|1|4|5|6|7|8|9|10	0.3605984117	0.7666666667	0.2604283258	0.9635203238
3	46	CONDITIONAL_MEAN	1995.3874247774	9	0|1|4|5|6|7|8|9|10	0.3605984117	0.7666666667	0.2604283258	0.9635203238
3	47	REALIZED	1995.5564899020	9	0|1|4|5|7|8|9|10|11	0.0996869618	0.7833333333	0.9231906219	0.9202333716
3	47	CONDITIONAL_MEAN	2125.3492878092	9	0|1|4|5|6|7|8|9|10	0.0996869618	0.7833333333	0.9231906219	0.9202333716
3	48	REALIZED	1806.6898486083	9	0|1|4|5|6|7|8|9|10	0.8663243953	0.8000000000	0.8499430390	0.6841895771
3	48	CONDITIONAL_MEAN	2246.8134762783	9	0|1|4|5|6|7|8|9|10	0.8663243953	0.8000000000	0.8499430390	0.6841895771
3	49	REALIZED	1613.0599739049	9	0|1|3|4|5|6|7|8|9	0.1533175358	0.8166666667	0.9205554266	0.2998708364
3	49	CONDITIONAL_MEAN	1820.8930003281	9	0|1|4|5|6|7|8|9|10	0.1533175358	0.8166666667	0.9205554266	0.2998708364
3	50	REALIZED	2467.9070003710	9	0|1|4|5|6|7|8|9|10	0.5034016064	0.8333333333	0.6231710326	0.7923396512
3	50	CONDITIONAL_MEAN	2111.0755804338	9	0|1|4|5|6|7|8|9|10	0.5034016064	0.8333333333	0.6231710326	0.7923396512
3	51	REALIZED	2622.1830751925	9	0|1|4|5|6|7|8|9|10	0.3218796092	0.8500000000	0.7683315952	0.1519584004
3	51	CONDITIONAL_MEAN	1759.2926535004	9	0|1|4|5|6|7|8|9|10	0.3218796092	0.8500000000	0.7683315952	0.1519584004
3	52	REALIZED	2047.1309825404	9	0|1|4|5|6|7|8|9|10	0.4036750396	0.8666666667	0.4970930986	0.6982401800
3	52	CONDITIONAL_MEAN	1994.0147088211	9	0|1|4|5|6|7|8|9|10	0.4036750396	0.8666666667	0.4970930986	0.6982401800
3	53	REALIZED	1042.1984375874	7	0|1|4|5|6|8|9	0.4700085060	0.8833333333	0.2606034807	0.1315427746
3	53	CONDITIONAL_MEAN	1632.1271802992	9	0|1|4|5|6|7|8|9|11	0.4700085060	0.8833333333	0.2606034807	0.1315427746
3	54	REALIZED	2858.8661967934	9	0|1|2|4|5|7|8|9|10	0.4361540257	0.9000000000	0.8610535517	0.9527131817
3	54	CONDITIONAL_MEAN	2288.1744482483	9	0|1|4|5|6|7|8|9|10	0.4361540257	0.9000000000	0.8610535517	0.9527131817
3	55	REALIZED	1740.5792107808	9	0|1|4|5|6|7|8|9|10	0.8680152361	0.9166666667	0.5600858151	0.0007330036
3	55	CONDITIONAL_MEAN	1822.2909386198	9	0|1|4|5|6|7|8|9|10	0.8680152361	0.9166666667	0.5600858151	0.0007330036
3	56	REALIZED	2259.6259944331	9	0|1|4|5|6|7|8|9|10	0.7037631287	0.9333333333	0.5372615745	0.4933524201
3	56	CONDITIONAL_MEAN	2030.8052005785	9	0|1|4|5|6|7|8|9|10	0.7037631287	0.9333333333	0.5372615745	0.4933524201
3	57	REALIZED	2071.6963116800	9	0|1|4|5|7|8|9|10|11	0.8923238862	0.9500000000	0.0299780796	0.9518460597
3	57	CONDITIONAL_MEAN	2170.6380025831	9	0|1|4|5|6|7|8|9|10	0.8923238862	0.9500000000	0.0299780796	0.9518460597
3	58	REALIZED	2231.3476199029	9	0|1|2|4|5|7|8|9|10	0.0487634461	0.9666666667	0.5663533181	0.1455711955
3	58	CONDITIONAL_MEAN	1637.2172709589	9	0|1|4|5|6|7|8|9|10	0.0487634461	0.9666666667	0.5663533181	0.1455711955
3	59	REALIZED	1708.7791528603	9	0|1|4|5|6|7|8|9|10	0.0617320371	0.9833333333	0.0025842054	0.1296958861
3	59	CONDITIONAL_MEAN	1437.9534279118	9	0|1|4|5|6|7|8|9|11	0.0617320371	0.9833333333	0.0025842054	0.1296958861
