sample	demand_type	total_demand	free_count	fixed_count	total_cost	transport_cost	spot_cost	mqc_penalty	spot_quantity	mqc_shortfall	selected_capacity	selected_mqc	covered_lanes	capacity_short_lanes	lane_capacity_shortfall	selected
30	REALIZED	2169.2100393711	9	6	122107.4787523674	87647.0865031174	34460.3922492499	0.0000000000	303.4259120735	0.0000000000	2432.3054459614	967.8079378480	20	10	303.4259120735	0|3|6|7|10|11
30	REALIZED	2169.2100393711	9	7	111855.0583736637	94632.8294019323	17222.2289717313	0.0000000000	144.9077925396	0.0000000000	2750.9178423007	1072.6335674926	20	8	144.9077925396	0|2|3|6|7|10|11
30	REALIZED	2169.2100393711	9	8	104348.7423524567	94227.5314561601	10121.2108962966	0.0000000000	78.1616437227	0.0000000000	3032.6837149555	1078.1786962511	20	6	78.1616437227	0|1|5|6|7|8|10|11
30	REALIZED	2169.2100393711	9	9	97951.8658052093	89148.0977491993	8803.7680560101	0.0000000000	66.4511504574	0.0000000000	3540.6574404940	1326.0935461807	20	4	66.4511504574	0|1|2|3|6|7|8|10|11
30	CONDITIONAL_MEAN	2378.0444191841	9	2	216833.0776431058	57413.5435688544	159419.5340742513	0.0000000000	1423.6873940452	0.0000000000	954.3570251389	397.1673027416	16	20	1423.6873940452	3|11
30	CONDITIONAL_MEAN	2378.0444191841	9	3	192760.7372203813	96896.4362586311	95864.3009617501	0.0000000000	864.0083560916	0.0000000000	1514.0360630925	602.6298756874	17	20	864.0083560916	3|7|11
30	CONDITIONAL_MEAN	2378.0444191841	9	4	172441.8532772059	110979.9125423676	61461.9407348382	0.0000000000	542.9402132658	0.0000000000	1842.0547470497	727.6061660124	18	19	542.9402132658	3|7|9|11
30	CONDITIONAL_MEAN	2378.0444191841	9	5	153537.2602383040	111352.7024108886	42184.5578274153	0.0000000000	357.1051267324	0.0000000000	2137.4466278425	858.5344523905	20	16	357.1051267324	0|3|7|9|11
30	CONDITIONAL_MEAN	2378.0444191841	9	6	138124.7424711007	115438.5465271079	22686.1959439926	0.0000000000	198.2895191790	0.0000000000	2548.6894953168	988.5699659626	20	10	153.7402760402	0|3|7|8|9|11
30	CONDITIONAL_MEAN	2378.0444191841	9	7	126129.9578225142	113580.7031012780	12549.2547212361	0.0000000000	110.6397011932	0.0000000000	2927.1862260357	1111.9944310786	20	7	110.6397011932	0|1|3|7|8|9|11
30	CONDITIONAL_MEAN	2378.0444191841	9	8	117249.1356982756	111484.8499522599	5764.2857460156	0.0000000000	54.6154882735	0.0000000000	3199.3173499755	1203.5388179281	20	6	54.6154882735	0|3|5|6|7|8|9|11
30	CONDITIONAL_MEAN	2378.0444191841	9	9	110817.6271246518	108023.6878922657	2793.9392323861	0.0000000000	18.8549111340	0.0000000000	3550.0637281119	1346.2442068611	20	3	18.8549111340	0|1|3|6|7|8|9|10|11
31	REALIZED	1736.3269008995	9	2	139368.6155032439	56564.2079190563	82804.4075841876	0.0000000000	801.8394664028	0.0000000000	954.3570251389	397.1673027416	16	19	801.8394664028	3|11
31	REALIZED	1736.3269008995	9	3	117588.6608756734	84643.6791716438	32944.9817040296	0.0000000000	330.7821369455	0.0000000000	1514.0360630925	602.6298756874	17	13	330.7821369455	3|7|11
31	REALIZED	1736.3269008995	9	4	101274.2762733969	76689.8655786491	24584.4106947477	0.0000000000	244.8511877550	0.0000000000	1809.4279438853	733.5581620655	20	10	244.8511877550	0|3|7|11
31	REALIZED	1736.3269008995	9	5	91070.0288786374	73631.9755689826	17438.0533096548	0.0000000000	174.5383241323	0.0000000000	2154.2292852240	860.0938042258	20	8	174.5383241323	0|3|6|7|11
31	REALIZED	1736.3269008995	9	6	82164.9331991379	71712.4618936326	10452.4713055053	0.0000000000	84.0304693737	0.0000000000	2482.2479691813	985.0700945508	20	6	84.0304693737	0|3|6|7|9|11
31	REALIZED	1736.3269008995	9	7	76232.0147229458	72561.0723194299	3670.9424035159	0.0000000000	31.3405264100	0.0000000000	2740.1481673556	1037.8939452768	20	4	31.3405264100	0|3|5|6|7|8|9
31	REALIZED	1736.3269008995	9	8	71622.4825975530	69179.7035681462	2442.7790294068	0.0000000000	17.8224559607	0.0000000000	3118.6448980745	1161.3184103928	20	3	17.8224559607	0|1|3|5|6|7|8|9
31	REALIZED	1736.3269008995	9	9	67411.3393711264	64850.6096336914	2305.4228416764	255.3068957586	15.7052555201	17.6844104273	3577.8140806944	1326.9632830441	20	2	15.7052555201	0|1|3|5|6|7|8|9|11
31	CONDITIONAL_MEAN	1871.5800839193	9	2	158815.7101288254	57300.4016477704	101515.3084810550	0.0000000000	919.8699318476	0.0000000000	954.3570251389	397.1673027416	16	19	919.8699318476	3|11
31	CONDITIONAL_MEAN	1871.5800839193	9	3	137766.0441470603	83084.6874148296	54681.3567322307	0.0000000000	489.4241056631	0.0000000000	1514.0360630925	602.6298756874	17	17	489.4241056631	3|7|11
31	CONDITIONAL_MEAN	1871.5800839193	9	4	120977.2859208315	92509.4823015237	28467.8036193078	0.0000000000	260.1106041762	0.0000000000	1842.0547470497	727.6061660124	18	14	260.1106041762	3|7|9|11
31	CONDITIONAL_MEAN	1871.5800839193	9	5	105346.5151711813	90861.5989777330	14484.9161934483	0.0000000000	122.2657817767	0.0000000000	2137.4466278425	858.5344523905	20	9	122.2657817767	0|3|7|9|11
31	CONDITIONAL_MEAN	1871.5800839193	9	6	94384.7809776599	85172.2879526916	9212.4930249682	0.0000000000	76.8956116435	0.0000000000	2548.6894953168	988.5699659626	20	5	76.8956116435	0|3|7|8|9|11
31	CONDITIONAL_MEAN	1871.5800839193	9	7	85426.2965066838	79799.4697019582	5626.8268047256	0.0000000000	44.0250408985	0.0000000000	2927.1862260357	1111.9944310786	20	4	44.0250408985	0|1|3|7|8|9|11
31	CONDITIONAL_MEAN	1871.5800839193	9	8	78827.0357765337	75202.2274271196	3624.8083494141	0.0000000000	30.6171278306	0.0000000000	3171.5669973930	1222.8197417451	20	4	30.6171278306	0|3|6|7|8|9|10|11
31	CONDITIONAL_MEAN	1871.5800839193	9	9	75474.7879357242	74280.0450668545	1194.7428688697	0.0000000000	7.7113391372	0.0000000000	3550.0637281119	1346.2442068611	20	1	7.7113391372	0|1|3|6|7|8|9|10|11
32	REALIZED	1359.9925251895	9	2	101357.7726838378	53430.1566500525	47927.6160337853	0.0000000000	451.6732831221	0.0000000000	954.3570251389	397.1673027416	16	18	451.6732831221	3|11
32	REALIZED	1359.9925251895	9	3	85847.1870244947	60588.7795779237	25258.4074465710	0.0000000000	241.5659007022	0.0000000000	1514.0360630925	602.6298756874	17	11	241.5659007022	3|7|11
32	REALIZED	1359.9925251895	9	4	73596.2285999911	60935.2522597135	12660.9763402776	0.0000000000	113.6205552284	0.0000000000	1809.4279438853	733.5581620655	20	10	113.6205552284	0|3|7|11
32	REALIZED	1359.9925251895	9	5	65659.6842804884	55597.6160026535	10062.0682778348	0.0000000000	89.1108262911	0.0000000000	1987.0601266623	753.5476644606	19	7	89.1108262911	0|6|7|9|11
32	REALIZED	1359.9925251895	9	6	59152.3384217924	56426.3816698602	2725.9567519322	0.0000000000	28.9633933984	0.0000000000	2200.6450919650	887.3216552271	20	4	28.9633933984	0|3|6|9|10|11
32	REALIZED	1359.9925251895	9	7	54068.4183919928	53782.8374370079	285.5809549849	0.0000000000	4.2129695903	0.0000000000	2662.3660062010	1015.8053435902	20	1	4.2129695903	0|1|3|6|8|10|11
32	REALIZED	1359.9925251895	9	8	50920.3778566336	50634.7969016487	285.5809549849	0.0000000000	4.2129695903	0.0000000000	2990.3846901583	1140.7816339152	20	1	4.2129695903	0|1|3|6|8|9|10|11
32	REALIZED	1359.9925251895	9	9	50220.0686542264	49934.4876992415	285.5809549849	0.0000000000	4.2129695903	0.0000000000	3296.2112034781	1229.2148437204	20	1	4.2129695903	0|1|3|5|6|8|9|10|11
32	CONDITIONAL_MEAN	2092.2012547781	9	2	184162.4034417162	57413.5435688544	126748.8598728617	0.0000000000	1137.8442296393	0.0000000000	954.3570251389	397.1673027416	16	20	1137.8442296393	3|11
32	CONDITIONAL_MEAN	2092.2012547781	9	3	160375.8169060339	94998.6563105499	65377.1605954840	0.0000000000	594.4174779083	0.0000000000	1514.0360630925	602.6298756874	17	19	594.4174779083	3|7|11
32	CONDITIONAL_MEAN	2092.2012547781	9	4	140953.1221508858	107840.1147317885	33113.0074190972	0.0000000000	308.0703096237	0.0000000000	1842.0547470497	727.6061660124	18	16	308.0703096237	3|7|9|11
32	CONDITIONAL_MEAN	2092.2012547781	9	5	123076.2074725399	104435.8976691771	18640.3098033627	0.0000000000	162.9408893402	0.0000000000	2137.4466278425	858.5344523905	20	14	162.9408893402	0|3|7|9|11
32	CONDITIONAL_MEAN	2092.2012547781	9	6	110848.0146721691	100121.0904387084	10726.9242334606	0.0000000000	88.1469535481	0.0000000000	2548.6894953168	988.5699659626	20	8	86.1699456110	0|3|7|8|9|11
32	CONDITIONAL_MEAN	2092.2012547781	9	7	101515.2173796777	95236.8685645531	6278.3488151246	0.0000000000	46.8433532889	0.0000000000	2893.4908366556	1115.1056081229	20	5	46.8433532889	0|3|6|7|8|9|11
32	CONDITIONAL_MEAN	2092.2012547781	9	8	94453.7379049622	91866.9810305493	2586.7568744129	0.0000000000	19.2631922867	0.0000000000	3199.3173499755	1203.5388179281	20	3	19.2631922867	0|3|5|6|7|8|9|11
32	CONDITIONAL_MEAN	2092.2012547781	9	9	89439.9926136603	87878.0758459248	1561.9167677355	0.0000000000	10.0812235116	0.0000000000	3577.8140806944	1326.9632830441	20	1	10.0812235116	0|1|3|5|6|7|8|9|11
33	REALIZED	1792.6637626402	9	2	164971.8574248366	48412.1623331061	116559.6950917304	0.0000000000	961.0318976265	0.0000000000	954.3570251389	397.1673027416	16	17	961.0318976265	3|11
33	REALIZED	1792.6637626402	9	3	144594.3274609574	60575.1592120319	84019.1682489255	0.0000000000	674.5936366210	0.0000000000	1249.7489059316	528.0955891196	19	16	674.5936366210	0|3|11
33	REALIZED	1792.6637626402	9	4	127191.0600548303	68341.5105365916	58849.5495182387	0.0000000000	429.8102684241	0.0000000000	1577.7675898889	653.0718794446	20	12	429.8102684241	0|3|9|11
33	REALIZED	1792.6637626402	9	5	112665.2815060065	78500.2439322296	34165.0375737768	0.0000000000	208.3665890829	0.0000000000	2137.4466278425	858.5344523905	20	7	208.3665890829	0|3|7|9|11
33	REALIZED	1792.6637626402	9	6	100809.3682736951	85714.8552600811	15094.5130136140	0.0000000000	96.0137757364	0.0000000000	2548.6894953168	988.5699659626	20	6	96.0137757364	0|3|7|8|9|11
33	REALIZED	1792.6637626402	9	7	91452.9956741699	88392.1547146727	3060.8409594972	0.0000000000	20.3348291065	0.0000000000	2853.7303348905	1159.0613388579	20	2	20.3348291065	0|3|4|7|8|9|11
33	REALIZED	1792.6637626402	9	8	86302.6948078538	85029.5750106587	1273.1197971951	0.0000000000	8.5115860910	0.0000000000	3159.5568482103	1247.4945486631	20	1	8.5115860910	0|3|4|5|7|8|9|11
33	REALIZED	1792.6637626402	9	9	83786.0972653324	83360.4652462347	314.9696851256	110.6623339720	2.1057653780	6.6982359851	3538.0535789292	1370.9190137791	20	1	2.1057653780	0|1|3|4|5|7|8|9|11
33	CONDITIONAL_MEAN	1475.2200780778	9	2	113969.3962405427	55025.9678499361	58943.4283906065	0.0000000000	550.9543536468	0.0000000000	954.3570251389	397.1673027416	16	16	550.9543536468	3|11
33	CONDITIONAL_MEAN	1475.2200780778	9	3	94989.7702640650	72356.0913797741	22633.6788842908	0.0000000000	209.9043926856	0.0000000000	1514.0360630925	602.6298756874	17	13	209.9043926856	3|7|11
33	CONDITIONAL_MEAN	1475.2200780778	9	4	78988.6037579449	69510.1852031256	9478.4185548193	0.0000000000	79.0401773111	0.0000000000	1642.2587853235	627.0120223002	19	10	79.0401773111	0|7|9|11
33	CONDITIONAL_MEAN	1475.2200780778	9	5	69877.9124895178	63728.3210971439	6149.5913923739	0.0000000000	50.1596952276	0.0000000000	2137.4466278425	858.5344523905	20	6	50.1596952276	0|3|7|9|11
33	CONDITIONAL_MEAN	1475.2200780778	9	6	63814.6725714682	60833.4415936639	2981.2309778043	0.0000000000	21.9586678001	0.0000000000	2515.9433585614	981.9589175064	20	4	21.9586678001	0|1|3|7|9|11
33	CONDITIONAL_MEAN	1475.2200780778	9	7	58901.4703242992	57201.9354759456	1699.5348483537	0.0000000000	11.8157609312	0.0000000000	2927.1862260357	1111.9944310786	20	3	11.8157609312	0|1|3|7|8|9|11
33	CONDITIONAL_MEAN	1475.2200780778	9	8	54382.4917708035	53920.0432113534	439.7811931867	22.6673662634	2.8385203337	1.5701064678	2990.3846901583	1140.7816339152	20	1	2.8385203337	0|1|3|6|8|9|10|11
33	CONDITIONAL_MEAN	1475.2200780778	9	9	53061.4789529405	53038.8115866771	0.0000000000	22.6673662634	0.0000000000	1.5701064678	3296.2112034781	1229.2148437204	20	0	0.0000000000	0|1|3|5|6|8|9|10|11
34	REALIZED	1653.6973816804	9	2	148323.9148245675	48691.5376923350	99632.3771322324	0.0000000000	792.3545917683	0.0000000000	954.3570251389	397.1673027416	16	18	792.3545917683	3|11
34	REALIZED	1653.6973816804	9	3	127807.1908414388	60155.0170312112	67652.1738102275	0.0000000000	514.8249146813	0.0000000000	1249.7489059316	528.0955891196	19	15	514.8249146813	0|3|11
34	REALIZED	1653.6973816804	9	4	109058.4097905058	69829.6402325023	39228.7695580035	0.0000000000	274.7422478789	0.0000000000	1577.7675898889	653.0718794446	20	12	274.7422478789	0|3|9|11
34	REALIZED	1653.6973816804	9	5	94509.7944260502	74063.9003112479	20445.8941148023	0.0000000000	144.1985263545	0.0000000000	1883.5941032087	741.5050892498	20	8	144.1985263545	0|3|5|9|11
34	REALIZED	1653.6973816804	9	6	85443.9991057232	72491.5823431594	12952.4167625638	0.0000000000	94.8232506102	0.0000000000	2228.3954445475	868.0407314102	20	6	94.8232506102	0|3|5|6|9|11
34	REALIZED	1653.6973816804	9	7	81002.7192364972	72871.1442174470	8131.5750190502	0.0000000000	62.9366453297	0.0000000000	2639.6383120218	998.0762449823	20	5	62.9366453297	0|3|5|6|8|9|11
34	REALIZED	1653.6973816804	9	8	76699.9760984846	70786.4676567729	5913.5084417118	0.0000000000	48.8958114955	0.0000000000	2917.7144727592	1105.7903786044	20	4	48.8958114955	0|3|5|6|8|9|10|11
34	REALIZED	1653.6973816804	9	9	74536.3407452221	69827.1488030631	4709.1919421591	0.0000000000	41.4867988936	0.0000000000	3236.3268690985	1210.6160082490	20	3	41.4867988936	0|2|3|5|6|8|9|10|11
34	CONDITIONAL_MEAN	2099.3026518231	9	2	185892.3009195188	57413.5435688544	128478.7573506643	0.0000000000	1144.9456266843	0.0000000000	954.3570251389	397.1673027416	16	20	1144.9456266843	3|11
34	CONDITIONAL_MEAN	2099.3026518231	9	3	162602.4216379797	94442.9430908369	68159.4785471427	0.0000000000	611.4064149958	0.0000000000	1514.0360630925	602.6298756874	17	19	611.4064149958	3|7|11
34	CONDITIONAL_MEAN	2099.3026518231	9	4	143739.3232714387	106547.6541450006	37191.6691264379	0.0000000000	337.4368944092	0.0000000000	1842.0547470497	727.6061660124	18	16	337.4368944092	3|7|9|11
34	CONDITIONAL_MEAN	2099.3026518231	9	5	125209.2477024014	104751.4241220891	20457.8235803122	0.0000000000	171.6292599306	0.0000000000	2137.4466278425	858.5344523905	20	13	171.6292599306	0|3|7|9|11
34	CONDITIONAL_MEAN	2099.3026518231	9	6	112360.2137880639	101759.9074443459	10600.3063437179	0.0000000000	87.0368151915	0.0000000000	2548.6894953168	988.5699659626	20	7	87.0368151915	0|3|7|8|9|11
34	CONDITIONAL_MEAN	2099.3026518231	9	7	102574.8844640397	95903.1799094608	6671.7045545789	0.0000000000	52.4745449418	0.0000000000	2927.1862260357	1111.9944310786	20	5	52.4745449418	0|1|3|7|8|9|11
34	CONDITIONAL_MEAN	2099.3026518231	9	8	94940.6096080690	92498.0681151503	2442.5414929187	0.0000000000	18.1846937546	0.0000000000	3199.3173499755	1203.5388179281	20	3	18.1846937546	0|3|5|6|7|8|9|11
34	CONDITIONAL_MEAN	2099.3026518231	9	9	89931.2627560352	89127.8705003663	803.3922556688	0.0000000000	7.4511040648	0.0000000000	3477.3935107128	1311.2529515503	20	2	7.4511040648	0|3|5|6|7|8|9|10|11
35	REALIZED	1956.5766298067	9	2	160063.5768965048	57161.5343230337	102902.0425734710	0.0000000000	1006.8052841659	0.0000000000	954.3570251389	397.1673027416	16	19	1006.8052841659	3|11
35	REALIZED	1956.5766298067	9	3	139283.5823171518	79192.6037531848	60090.9785639670	0.0000000000	579.3242236601	0.0000000000	1514.0360630925	602.6298756874	17	17	579.3242236601	3|7|11
35	REALIZED	1956.5766298067	9	4	123048.6979840598	92057.2359681180	30991.4620159418	0.0000000000	327.7927828311	0.0000000000	1858.8374044313	729.1655178478	19	12	327.7927828311	3|6|7|11
35	REALIZED	1956.5766298067	9	5	108231.9552860449	84206.3215135377	24025.6337725071	0.0000000000	254.6072427088	0.0000000000	2154.2292852240	860.0938042258	20	11	254.6072427088	0|3|6|7|11
35	REALIZED	1956.5766298067	9	6	100999.0648806124	85769.2052974014	15229.8595832110	0.0000000000	180.8946111834	0.0000000000	2460.0557985439	948.5270140311	20	7	180.8946111834	0|3|5|6|7|11
35	REALIZED	1956.5766298067	9	7	93959.1230861964	81279.2934813139	12679.8296048825	0.0000000000	159.7842110388	0.0000000000	2838.5525292628	1071.9514791470	20	7	159.7842110388	0|1|3|5|6|7|11
35	REALIZED	1956.5766298067	9	8	87785.6845775109	82450.2654600364	5335.4191174745	0.0000000000	62.6700361461	0.0000000000	3116.6286900002	1179.6656127692	20	5	62.6700361461	0|1|3|5|6|7|10|11
35	REALIZED	1956.5766298067	9	9	83061.6935332098	79752.1941484248	3087.4619106085	222.0374741766	37.4436189738	15.3799285833	3527.8715574745	1309.7011263413	20	4	37.4436189738	0|1|3|5|6|7|8|10|11
35	CONDITIONAL_MEAN	2294.9100693130	9	2	208349.2140446026	57413.5435688544	150935.6704757481	0.0000000000	1340.5530441741	0.0000000000	954.3570251389	397.1673027416	16	20	1340.5530441741	3|11
35	CONDITIONAL_MEAN	2294.9100693130	9	3	184276.8736218782	96896.4362586311	87380.4373632469	0.0000000000	780.8740062205	0.0000000000	1514.0360630925	602.6298756874	17	20	780.8740062205	3|7|11
35	CONDITIONAL_MEAN	2294.9100693130	9	4	164915.4466668152	109675.0862545520	55240.3604122631	0.0000000000	488.5605875244	0.0000000000	1842.0547470497	727.6061660124	18	18	488.5605875244	3|7|9|11
35	CONDITIONAL_MEAN	2294.9100693130	9	5	145704.3231224789	111997.3951846727	33706.9279378060	0.0000000000	283.5375409777	0.0000000000	2137.4466278425	858.5344523905	20	16	283.5375409777	0|3|7|9|11
35	CONDITIONAL_MEAN	2294.9100693130	9	6	130807.1671990976	115082.4425007361	15724.7246983614	0.0000000000	141.5521282668	0.0000000000	2548.6894953168	988.5699659626	20	10	136.2779274788	0|3|7|8|9|11
35	CONDITIONAL_MEAN	2294.9100693130	9	7	119548.7920465032	108842.2027165147	10706.5893299884	0.0000000000	97.0792125828	0.0000000000	2927.1862260357	1111.9944310786	20	6	97.0792125828	0|1|3|7|8|9|11
35	CONDITIONAL_MEAN	2294.9100693130	9	8	110940.4502030706	105838.8259276681	5101.6242754024	0.0000000000	49.7471960687	0.0000000000	3199.3173499755	1203.5388179281	20	6	49.7471960687	0|3|5|6|7|8|9|11
35	CONDITIONAL_MEAN	2294.9100693130	9	9	104982.2780861041	103076.9771218228	1905.3009642812	0.0000000000	17.3220013668	0.0000000000	3477.3935107128	1311.2529515503	20	4	17.3220013668	0|3|5|6|7|8|9|10|11
36	REALIZED	1417.0504258808	9	2	106070.5176297819	46150.8698262400	59919.6478035419	0.0000000000	592.9381209999	0.0000000000	954.3570251389	397.1673027416	16	16	592.9381209999	3|11
36	REALIZED	1417.0504258808	9	3	90244.9197738278	47786.1446460515	42458.7751277763	0.0000000000	434.2375162408	0.0000000000	1249.7489059316	528.0955891196	19	14	434.2375162408	0|3|11
36	REALIZED	1417.0504258808	9	4	77139.3875411565	54522.5848956947	22616.8026454618	0.0000000000	244.7678935917	0.0000000000	1577.7675898889	653.0718794446	20	8	244.7678935917	0|3|9|11
36	REALIZED	1417.0504258808	9	5	68723.9328822564	56913.2386982057	11810.6941840508	0.0000000000	122.0490549505	0.0000000000	1855.8437506263	760.7860130668	20	4	122.0490549505	0|3|9|10|11
36	REALIZED	1417.0504258808	9	6	62459.8276881403	56968.1873724756	5491.6403156647	0.0000000000	56.3675028220	0.0000000000	2174.4561469655	865.6116427113	20	3	56.3675028220	0|2|3|9|10|11
36	REALIZED	1417.0504258808	9	7	57614.8387600416	57327.7079906966	287.1307693450	0.0000000000	2.7424428103	0.0000000000	2519.2574883043	992.1472848717	20	1	2.7424428103	0|2|3|6|9|10|11
36	REALIZED	1417.0504258808	9	8	54611.3501969786	53415.2271045353	826.5047097181	369.6183827252	7.8941100740	25.6024544977	2964.1957451588	1119.0716213994	20	1	7.8941100740	0|1|2|3|8|9|10|11
36	REALIZED	1417.0504258808	9	9	52182.4330843725	51812.8147016473	0.0000000000	369.6183827252	0.0000000000	25.6024544977	3270.0222584786	1207.5048312046	20	0	0.0000000000	0|1|2|3|5|8|9|10|11
36	CONDITIONAL_MEAN	1615.0019120544	9	2	129718.6759140194	56405.4644586670	73313.2114553523	0.0000000000	671.3850891496	0.0000000000	954.3570251389	397.1673027416	16	19	671.3850891496	3|11
36	CONDITIONAL_MEAN	1615.0019120544	9	3	109841.4844061700	78404.6962688171	31436.7881373528	0.0000000000	285.2165673075	0.0000000000	1514.0360630925	602.6298756874	17	16	285.2165673075	3|7|11
36	CONDITIONAL_MEAN	1615.0019120544	9	4	94165.2377294064	79046.5384263291	15118.6993030774	0.0000000000	130.8025702392	0.0000000000	1642.2587853235	627.0120223002	19	11	130.8025702392	0|7|9|11
36	CONDITIONAL_MEAN	1615.0019120544	9	5	81074.5748632555	73476.2200150966	7598.3548481589	0.0000000000	60.7819005443	0.0000000000	2137.4466278425	858.5344523905	20	6	60.7819005443	0|3|7|9|11
36	CONDITIONAL_MEAN	1615.0019120544	9	6	74246.0037698666	68629.3379817960	5616.6657880706	0.0000000000	45.5684573818	0.0000000000	2548.6894953168	988.5699659626	20	4	45.5684573818	0|3|7|8|9|11
36	CONDITIONAL_MEAN	1615.0019120544	9	7	67600.4650203665	65252.1004303622	2348.3645900043	0.0000000000	17.0979263943	0.0000000000	2927.1862260357	1111.9944310786	20	4	17.0979263943	0|1|3|7|8|9|11
36	CONDITIONAL_MEAN	1615.0019120544	9	8	62563.7580682072	62027.9892443144	535.7688238929	0.0000000000	3.4580621553	0.0000000000	2990.3846901583	1140.7816339152	20	1	3.4580621553	0|1|3|6|8|9|10|11
36	CONDITIONAL_MEAN	1615.0019120544	9	9	60407.3648767339	60407.3648767340	0.0000000000	0.0000000000	0.0000000000	0.0000000000	3296.2112034781	1229.2148437204	20	0	0.0000000000	0|1|3|5|6|8|9|10|11
37	REALIZED	2065.2495836559	9	2	179020.6182540645	56985.8656089043	122034.7526451601	0.0000000000	1115.4490935493	0.0000000000	954.3570251389	397.1673027416	16	19	1115.4490935493	3|11
37	REALIZED	2065.2495836559	9	3	157941.3364773336	86340.9228470875	71600.4136302460	0.0000000000	663.4806796787	0.0000000000	1514.0360630925	602.6298756874	17	18	663.4806796787	3|7|11
37	REALIZED	2065.2495836559	9	4	138393.9197855888	80255.7862738468	58138.1335117418	0.0000000000	545.7235474878	0.0000000000	1577.7675898889	653.0718794446	20	16	545.7235474878	0|3|9|11
37	REALIZED	2065.2495836559	9	5	121651.8998324415	92199.0568347349	29452.8429977065	0.0000000000	301.9561736013	0.0000000000	2137.4466278425	858.5344523905	20	13	301.9561736013	0|3|7|9|11
37	REALIZED	2065.2495836559	9	6	111132.7276491125	96149.3182758759	14983.4093732365	0.0000000000	153.0601966168	0.0000000000	2482.2479691813	985.0700945508	20	9	153.0601966168	0|3|6|7|9|11
37	REALIZED	2065.2495836559	9	7	100423.9065469472	88890.8747457595	11533.0318011876	0.0000000000	166.4926540874	0.0000000000	2639.6383120218	998.0762449823	20	8	166.4926540874	0|3|5|6|8|9|11
37	REALIZED	2065.2495836559	9	8	93886.7499011088	86880.3996243429	7006.3502767659	0.0000000000	102.9883019036	0.0000000000	3018.1350427407	1121.5007100983	20	4	102.9883019036	0|1|3|5|6|8|9|11
37	REALIZED	2065.2495836559	9	9	88949.5417094996	83387.9399316115	5561.6017778880	0.0000000000	90.0320844539	0.0000000000	3296.2112034781	1229.2148437204	20	2	90.0320844539	0|1|3|5|6|8|9|10|11
37	CONDITIONAL_MEAN	1948.2740366423	9	2	167226.4736868162	57413.5435688544	109812.9301179618	0.0000000000	993.9170115034	0.0000000000	954.3570251389	397.1673027416	16	20	993.9170115034	3|11
37	CONDITIONAL_MEAN	1948.2740366423	9	3	145134.2278824968	87781.9085042786	57352.3193782182	0.0000000000	519.8389222443	0.0000000000	1514.0360630925	602.6298756874	17	18	519.8389222443	3|7|11
37	CONDITIONAL_MEAN	1948.2740366423	9	4	127208.3158587869	98483.0156090612	28725.3002497256	0.0000000000	269.9938245254	0.0000000000	1842.0547470497	727.6061660124	18	13	269.9938245254	3|7|9|11
37	CONDITIONAL_MEAN	1948.2740366423	9	5	110486.2395334478	96413.3911660205	14072.8483674273	0.0000000000	121.9809717354	0.0000000000	2137.4466278425	858.5344523905	20	9	121.9809717354	0|3|7|9|11
37	CONDITIONAL_MEAN	1948.2740366423	9	6	99643.6088063263	90635.4970283883	9008.1117779380	0.0000000000	74.6829650737	0.0000000000	2548.6894953168	988.5699659626	20	5	74.6829650737	0|3|7|8|9|11
37	CONDITIONAL_MEAN	1948.2740366423	9	7	90695.6992101308	85270.4551679912	5425.2440421396	0.0000000000	41.8511933203	0.0000000000	2927.1862260357	1111.9944310786	20	4	41.8511933203	0|1|3|7|8|9|11
37	CONDITIONAL_MEAN	1948.2740366423	9	8	84389.9090365727	80964.4036554662	3425.5053811065	0.0000000000	28.4447520884	0.0000000000	3171.5669973930	1222.8197417451	20	4	28.4447520884	0|3|6|7|8|9|10|11
37	CONDITIONAL_MEAN	1948.2740366423	9	9	80312.8257340075	79128.3526885602	1184.4730454473	0.0000000000	7.6450536683	0.0000000000	3550.0637281119	1346.2442068611	20	1	7.6450536683	0|1|3|6|7|8|9|10|11
38	REALIZED	1515.5244407139	9	2	115974.7932311957	50153.5179573118	65821.2752738839	0.0000000000	647.6867736614	0.0000000000	954.3570251389	397.1673027416	16	18	647.6867736614	3|11
38	REALIZED	1515.5244407139	9	3	98105.5160073971	68433.7619860578	29671.7540213393	0.0000000000	324.4831681165	0.0000000000	1514.0360630925	602.6298756874	17	14	324.4831681165	3|7|11
38	REALIZED	1515.5244407139	9	4	82644.9820256854	58274.5767365710	24370.4052891145	0.0000000000	267.4877862556	0.0000000000	1577.7675898889	653.0718794446	20	9	267.4877862556	0|3|9|11
38	REALIZED	1515.5244407139	9	5	71344.8004827416	62541.3985772454	8803.4019054963	0.0000000000	105.4287161904	0.0000000000	2137.4466278425	858.5344523905	20	7	105.4287161904	0|3|7|9|11
38	REALIZED	1515.5244407139	9	6	65097.8336526949	58521.2432999931	6576.5903527018	0.0000000000	83.7613604280	0.0000000000	2548.6894953168	988.5699659626	20	6	83.7613604280	0|3|7|8|9|11
38	REALIZED	1515.5244407139	9	7	61305.2084777571	57166.8280844518	4138.3803933052	0.0000000000	59.6827647576	0.0000000000	2927.1862260357	1111.9944310786	20	4	59.6827647576	0|1|3|7|8|9|11
