"tag","exit","seconds"
"M1p6_P1p5_D2","0","82.6"
"M1p6_P1p5_D1","0","92.9"
"M1p6_P1p5_D3","0","100.8"
"M1p6_P1p75_D1","0","90.7"
"M1p6_P1p75_D2","0","90.7"
"M1p6_P1p75_D3","0","84.7"
"M1p75_P1p75_D1","0","90.7"
"M1p75_P1p75_D2","0","90.5"
"M1p75_P1p75_D3","0","106.5"
