"tag","exit","seconds"
"L0p05_D1","0","137"
"L0p05_D2","0","167.2"
"L0p05_D3","0","225.6"
"L0p1_D1","0","143.1"
"L0p1_D2","0","167"
"L0p1_D3","0","178.9"
