method	status	certified	objective	best_bound	gap	model_and_solve_seconds	wall_seconds	selected	selected_indices	alpha	beta	capacity_mode	capacity_scale	lane_capacity_ratio	mqc_capacity_ratio	threads	limit_seconds	parameter	oos_mean	oos_sd	oos_q95	oos_cvar95	oos_max	transport_cost	spot_cost	penalty_cost	spot_share	capacity_utilization	mean_lane_capacity_utilization
CSAA_EXP	Optimal	true	100913.69098914182	100909.61669759534	4.0374021666873560e-05	52.734548	53.045487	11	1,2,4,5,6,8,9,10,11,13,15	2	11	PAIR_SCALE	0.432800	NaN	0.750000	2	600	kernel=EXPONENTIAL;B=0.5	104803.82247193798	6188.4233117760300	115326.07890208252	118377.36880641186	127312.15028626917	82782.056018507430	22003.741762279350	18.024691151236624	0.089777924272354880	0.80369605095450300	0.83770634841179310
