method	status	certified	objective	best_bound	gap	model_and_solve_seconds	wall_seconds	selected	selected_indices	alpha	beta	capacity_mode	capacity_scale	lane_capacity_ratio	mqc_capacity_ratio	threads	limit_seconds	parameter	oos_mean	oos_sd	oos_q95	oos_cvar95	oos_max	transport_cost	spot_cost	penalty_cost	spot_share	capacity_utilization	mean_lane_capacity_utilization
D	Optimal	true	89466.084108880810	89466.084108880810	0.0000000000000000	0.025672	0.217504	11	1,2,4,5,6,8,9,10,11,13,15	2	11	LANE_TOTAL	1.000000	1.500000	0.750000	2	600	none	98999.056382829120	5823.5811667509430	108866.84997914260	111843.63191426796	121403.32057375206	87928.834195141620	11068.867488003345	1.3546996841401298	0.052341013242355960	0.84100152821280770	0.85252040992238530
