method	status	certified	objective	best_bound	gap	model_and_solve_seconds	wall_seconds	selected	selected_indices	alpha	beta	capacity_mode	capacity_scale	lane_capacity_ratio	mqc_capacity_ratio	threads	limit_seconds	parameter	oos_mean	oos_sd	oos_q95	oos_cvar95	oos_max	transport_cost	spot_cost	penalty_cost	spot_share	capacity_utilization	mean_lane_capacity_utilization
CSAA_EXP	Optimal	true	127203.30863243275	127193.67018133966	7.5772015655123600e-05	21.518824	21.868350	11	1,2,4,5,6,7,8,10,11,13,15	2	11	PAIR_SCALE	0.300000	NaN	0.750000	2	600	kernel=EXPONENTIAL;B=0.5	132298.06755112940	7209.3030276813870	144526.17231789190	147836.63772181440	158661.62764266602	74259.436068135680	58038.631482993680	0.0000000000000000	0.24365804287888732	0.93983452492464690	0.95133593478759660
