replication	market_structure	sample	demand_type	total_demand	free_count	fixed_count	total_cost	transport_cost	spot_cost	mqc_penalty	spot_quantity	mqc_shortfall	selected_capacity	selected_mqc	covered_lanes	capacity_short_lanes	lane_capacity_shortfall	selected
2	CURRENT_LANE_TIERS	3	REALIZED	1461.1830748516	9	2	121358.5360987475	45824.2685011921	75534.2675975554	0.0000000000	593.0524049635	0.0000000000	980.9865359287	314.1235184163	15	18	593.0524049635	2|11
2	CURRENT_LANE_TIERS	3	REALIZED	1461.1830748516	9	3	102380.2341612552	57928.6326915029	44451.6014697522	0.0000000000	350.0838985778	0.0000000000	1303.9612445501	453.2527687539	19	14	350.0838985778	2|4|11
2	CURRENT_LANE_TIERS	3	REALIZED	1461.1830748516	9	4	88370.4874748304	55837.3654758447	32533.1219989856	0.0000000000	270.5722071579	0.0000000000	1683.3839017798	599.6008818677	19	8	267.5864276070	2|4|6|11
2	CURRENT_LANE_TIERS	3	REALIZED	1461.1830748516	9	5	76541.0829773233	62694.8510604164	13846.2319169069	0.0000000000	158.4132559337	0.0000000000	1984.4333542250	704.4406252268	19	5	155.4274763828	1|2|4|6|11
2	CURRENT_LANE_TIERS	3	REALIZED	1461.1830748516	9	6	68466.8184192126	57749.1831572992	10717.6352619134	0.0000000000	129.7404477685	0.0000000000	2412.1460270833	824.7621749699	20	3	126.7546682176	1|2|4|6|7|11
2	CURRENT_LANE_TIERS	3	REALIZED	1461.1830748516	9	7	64996.9210292811	56993.3055325281	8003.6154967530	0.0000000000	94.1576532923	0.0000000000	2726.4548305412	997.7509246124	20	1	91.1718737413	1|2|4|6|7|9|11
2	CURRENT_LANE_TIERS	3	REALIZED	1461.1830748516	9	8	62757.7295606894	55757.1913633858	7000.5381973036	0.0000000000	85.0179113635	0.0000000000	3210.2740832446	1115.4985359455	20	2	85.0179113635	1|2|3|4|6|7|10|11
2	CURRENT_LANE_TIERS	3	REALIZED	1461.1830748516	9	9	60942.4850418291	56373.4993207681	4568.9857210611	0.0000000000	52.9057496638	0.0000000000	3524.5828867025	1288.4872855880	20	1	52.9057496638	1|2|3|4|6|7|9|10|11
2	CURRENT_LANE_TIERS_MQC_1.50	3	REALIZED	1461.1830748516	7	2	121358.5360987475	45824.2685011921	75534.2675975554	0.0000000000	593.0524049635	0.0000000000	980.9865359287	471.1852776244	15	18	593.0524049635	2|11
2	CURRENT_LANE_TIERS_MQC_1.50	3	REALIZED	1461.1830748516	7	3	102380.2341612552	57928.6326915029	44451.6014697522	0.0000000000	350.0838985778	0.0000000000	1303.9612445501	679.8791531308	19	14	350.0838985778	2|4|11
2	CURRENT_LANE_TIERS_MQC_1.50	3	REALIZED	1461.1830748516	7	4	88370.4874748304	55837.3654758447	32533.1219989856	0.0000000000	270.5722071579	0.0000000000	1683.3839017798	899.4013228016	19	8	267.5864276070	2|4|6|11
2	CURRENT_LANE_TIERS_MQC_1.50	3	REALIZED	1461.1830748516	7	5	76608.8369299844	62762.6050130775	13846.2319169069	0.0000000000	158.4132559337	0.0000000000	1984.4333542250	1056.6609378402	19	5	155.4274763828	1|2|4|6|11
2	CURRENT_LANE_TIERS_MQC_1.50	3	REALIZED	1461.1830748516	7	6	69030.7280802409	58269.3714231806	10717.6352619134	43.7213951470	129.7404477685	2.4433952743	2412.1460270833	1237.1432624548	20	3	126.7546682176	1|2|4|6|7|11
2	CURRENT_LANE_TIERS_MQC_1.50	3	REALIZED	1461.1830748516	7	7	67468.2218176243	57493.6742533793	8003.6154967530	1970.9320674920	94.1576532923	148.0234997870	2726.4548305412	1496.6263869186	20	1	91.1718737413	1|2|4|6|7|9|11
2	CURRENT_LANE_TIERS_MQC_1.50	3	REALIZED	1461.1830748516	7	8	67548.6552905710	55774.5280216743	7000.5381973036	4773.5890715931	85.0179113635	302.2162607099	3210.2740832446	1673.2478039182	20	2	85.0179113635	1|2|3|4|6|7|10|11
2	CURRENT_LANE_TIERS_MQC_1.50	3	REALIZED	1461.1830748516	7	9	68269.3631928319	55148.0187671457	6726.0741907806	6395.2702349055	77.8833682314	425.4406661569	3501.2312387452	1808.7403727771	20	1	77.8833682314	1|2|3|4|6|7|8|10|11
2	PERSISTENT_CARRIER_FACTOR	3	REALIZED	1461.1830748516	7	2	131068.1801174673	50872.3165046890	80195.8636127783	0.0000000000	619.8289409914	0.0000000000	917.0294583869	309.1056284445	16	18	619.8289409914	2|7
2	PERSISTENT_CARRIER_FACTOR	3	REALIZED	1461.1830748516	7	3	114494.1410669768	64171.9371026574	50322.2039643194	0.0000000000	383.4632706493	0.0000000000	1240.0041670083	448.2348787821	18	15	383.4632706493	2|4|7
2	PERSISTENT_CARRIER_FACTOR	3	REALIZED	1461.1830748516	7	4	103613.3537107641	67254.5594889231	36358.7942218410	0.0000000000	301.9082098167	0.0000000000	1488.1210446408	505.9863357848	20	13	301.9082098167	3|4|8|11
2	PERSISTENT_CARRIER_FACTOR	3	REALIZED	1461.1830748516	7	5	94259.4787449680	75980.1567612862	18279.3219836819	0.0000000000	187.4426147858	0.0000000000	1704.5856189519	624.1731829356	20	6	187.4426147858	0|4|5|7|8
2	PERSISTENT_CARRIER_FACTOR	3	REALIZED	1461.1830748516	7	6	89845.7945878197	83025.8895021062	6819.9050857134	0.0000000000	78.6324867239	0.0000000000	2249.9723658682	719.5054568763	20	2	78.6324867239	1|4|7|8|10|11
2	PERSISTENT_CARRIER_FACTOR	3	REALIZED	1461.1830748516	7	7	87959.6313831696	81233.5571923890	6726.0741907806	0.0000000000	77.8833682314	0.0000000000	2632.4917959869	870.6947233694	20	1	77.8833682314	1|3|4|7|8|10|11
2	PERSISTENT_CARRIER_FACTOR	3	REALIZED	1461.1830748516	7	8	88393.3793203606	83824.3935992995	4568.9857210611	0.0000000000	52.9057496638	0.0000000000	2946.8005994448	1043.6834730119	20	1	52.9057496638	1|3|4|7|8|9|10|11
2	PERSISTENT_CARRIER_FACTOR	3	REALIZED	1461.1830748516	7	9	89370.0642833502	84801.0785622891	4568.9857210611	0.0000000000	52.9057496638	0.0000000000	3246.3844912608	1158.3774687855	20	1	52.9057496638	0|1|3|4|7|8|9|10|11
2	PERSISTENT_CARRIER_FACTOR_WIDE	3	REALIZED	1461.1830748516	7	2	129163.1213956033	34624.3589259079	94538.7624696954	0.0000000000	763.9297305074	0.0000000000	718.6698283590	210.6499289823	14	17	763.9297305074	7|8
2	PERSISTENT_CARRIER_FACTOR_WIDE	3	REALIZED	1461.1830748516	7	3	111304.6097182294	48346.6848591954	62957.9248590340	0.0000000000	491.2777352327	0.0000000000	1041.6445369804	349.7791793199	18	14	491.2777352327	4|7|8
2	PERSISTENT_CARRIER_FACTOR_WIDE	3	REALIZED	1461.1830748516	7	4	99613.2551072323	61218.1348753380	38395.1202318943	0.0000000000	312.8032182370	0.0000000000	1405.0017271359	509.4791871621	20	10	312.8032182370	4|5|7|8
2	PERSISTENT_CARRIER_FACTOR_WIDE	3	REALIZED	1461.1830748516	7	5	90259.8359338995	71980.5139502177	18279.3219836819	0.0000000000	187.4426147858	0.0000000000	1704.5856189519	624.1731829356	20	6	187.4426147858	0|4|5|7|8
2	PERSISTENT_CARRIER_FACTOR_WIDE	3	REALIZED	1461.1830748516	7	6	85979.1164854671	73441.5737714426	12537.5427140245	0.0000000000	138.5203644982	0.0000000000	2087.1050490705	775.3624494288	20	4	138.5203644982	0|3|4|5|7|8
2	PERSISTENT_CARRIER_FACTOR_WIDE	3	REALIZED	1461.1830748516	7	7	84371.1917416371	77645.1175508565	6726.0741907806	0.0000000000	77.8833682314	0.0000000000	2632.4917959869	870.6947233694	20	1	77.8833682314	1|3|4|7|8|10|11
2	PERSISTENT_CARRIER_FACTOR_WIDE	3	REALIZED	1461.1830748516	7	8	85701.1247670965	78975.0505763160	6726.0741907806	0.0000000000	77.8833682314	0.0000000000	2932.0756878029	985.3887191430	20	1	77.8833682314	0|1|3|4|7|8|10|11
2	PERSISTENT_CARRIER_FACTOR_WIDE	3	REALIZED	1461.1830748516	7	9	87293.7920213067	80020.5666412987	6726.0741907806	547.1511892275	77.8833682314	27.5038116084	3295.4328779583	1145.0887269851	20	1	77.8833682314	0|1|3|4|5|7|8|10|11
2	PERSISTENT_WIDE_MQC_1.25	3	REALIZED	1461.1830748516	7	2	129163.1213956033	34624.3589259079	94538.7624696954	0.0000000000	763.9297305074	0.0000000000	718.6698283590	263.3124112279	14	17	763.9297305074	7|8
2	PERSISTENT_WIDE_MQC_1.25	3	REALIZED	1461.1830748516	7	3	111304.6097182294	48346.6848591954	62957.9248590340	0.0000000000	491.2777352327	0.0000000000	1041.6445369804	437.2239741499	18	14	491.2777352327	4|7|8
2	PERSISTENT_WIDE_MQC_1.25	3	REALIZED	1461.1830748516	7	4	99755.7723220806	61360.6520901863	38395.1202318943	0.0000000000	312.8032182370	0.0000000000	1405.0017271359	636.8489839526	20	10	312.8032182370	4|5|7|8
2	PERSISTENT_WIDE_MQC_1.25	3	REALIZED	1461.1830748516	7	5	90555.2340396021	72275.9120559203	18279.3219836819	0.0000000000	187.4426147858	0.0000000000	1704.5856189519	780.2164786695	20	6	187.4426147858	0|4|5|7|8
2	PERSISTENT_WIDE_MQC_1.25	3	REALIZED	1461.1830748516	7	6	86930.3709714337	74392.8282574092	12537.5427140245	0.0000000000	138.5203644982	0.0000000000	2087.1050490705	969.2030617859	20	4	138.5203644982	0|3|4|5|7|8
2	PERSISTENT_WIDE_MQC_1.25	3	REALIZED	1461.1830748516	7	7	85889.1756171395	79127.5082808074	6726.0741907806	35.5931455515	77.8833682314	1.7891712365	2632.4917959869	1088.3684042118	20	1	77.8833682314	1|3|4|7|8|10|11
2	PERSISTENT_WIDE_MQC_1.25	3	REALIZED	1461.1830748516	7	8	87841.2568096402	80718.0304503979	6726.0741907806	397.1521684617	77.8833682314	19.9637662063	2932.0756878029	1231.7358989287	20	1	77.8833682314	0|1|3|4|7|8|10|11
2	PERSISTENT_WIDE_MQC_1.25	3	REALIZED	1461.1830748516	7	9	90420.1761456069	81806.0559663838	6726.0741907806	1888.0459884424	77.8833682314	92.9819127522	3295.4328779583	1431.3609087314	20	1	77.8833682314	0|1|3|4|5|7|8|10|11
2	PERSISTENT_WIDE_MQC_1.50	3	REALIZED	1461.1830748516	7	2	129163.1213956033	34624.3589259079	94538.7624696954	0.0000000000	763.9297305074	0.0000000000	718.6698283590	315.9748934734	14	17	763.9297305074	7|8
2	PERSISTENT_WIDE_MQC_1.50	3	REALIZED	1461.1830748516	7	3	111304.6097182294	48346.6848591954	62957.9248590340	0.0000000000	491.2777352327	0.0000000000	1041.6445369804	524.6687689799	18	14	491.2777352327	4|7|8
2	PERSISTENT_WIDE_MQC_1.50	3	REALIZED	1461.1830748516	7	4	100049.9049072031	63691.1106853621	36358.7942218410	0.0000000000	301.9082098167	0.0000000000	1488.1210446408	758.9795036772	20	13	301.9082098167	3|4|8|11
2	PERSISTENT_WIDE_MQC_1.50	3	REALIZED	1461.1830748516	7	5	91542.7286886364	73263.4067049545	18279.3219836819	0.0000000000	187.4426147858	0.0000000000	1704.5856189519	936.2597744034	20	6	187.4426147858	0|4|5|7|8
2	PERSISTENT_WIDE_MQC_1.50	3	REALIZED	1461.1830748516	7	6	88192.9310292514	75655.3883152268	12537.5427140245	0.0000000000	138.5203644982	0.0000000000	2087.1050490705	1163.0436741431	20	4	138.5203644982	0|3|4|5|7|8
2	PERSISTENT_WIDE_MQC_1.50	3	REALIZED	1461.1830748516	7	7	87726.1073260431	80079.5282843784	6726.0741907806	920.5048508842	77.8833682314	46.2712911929	2632.4917959869	1306.0420850541	20	1	77.8833682314	1|3|4|7|8|10|11
2	PERSISTENT_WIDE_MQC_1.50	3	REALIZED	1461.1830748516	7	8	90591.2691837556	81492.7507279134	6726.0741907806	2372.4442650616	77.8833682314	117.1219879255	2932.0756878029	1478.0830787145	20	1	77.8833682314	0|1|3|4|7|8|10|11
2	PERSISTENT_WIDE_MQC_1.50	3	REALIZED	1461.1830748516	7	9	94515.4232152332	82961.0730589080	4568.9857210611	6985.3644352642	52.9057496638	339.0141718848	3246.3844912608	1737.5662031783	20	1	52.9057496638	0|1|3|4|7|8|9|10|11
2	CURRENT_LANE_TIERS	3	CONDITIONAL_MEAN	1609.8972953246	9	2	141891.3806521151	54796.9172849407	87094.4633671744	0.0000000000	648.3487582554	0.0000000000	980.9865359287	314.1235184163	15	17	648.3487582554	2|11
2	CURRENT_LANE_TIERS	3	CONDITIONAL_MEAN	1609.8972953246	9	3	113388.4673671667	73512.7413380450	39875.7260291216	0.0000000000	317.3380998360	0.0000000000	1360.4091931584	460.4716315301	16	13	309.6306379075	2|6|11
2	CURRENT_LANE_TIERS	3	CONDITIONAL_MEAN	1609.8972953246	9	4	95865.9127208738	81320.1803689672	14545.7323519065	0.0000000000	132.0004417676	0.0000000000	1683.3839017798	599.6008818677	19	9	124.2929798391	2|4|6|11
2	CURRENT_LANE_TIERS	3	CONDITIONAL_MEAN	1609.8972953246	9	5	83996.2158047479	73050.4234525751	10945.7923521728	0.0000000000	106.2794211306	0.0000000000	2065.9033318985	750.7901483608	19	7	106.0144883865	2|3|4|6|11
2	CURRENT_LANE_TIERS	3	CONDITIONAL_MEAN	1609.8972953246	9	6	77042.5379863406	71235.2742367286	5807.2637496119	0.0000000000	65.7862577693	0.0000000000	2493.6160047568	871.1116981039	20	6	65.5213250252	2|3|4|6|7|11
2	CURRENT_LANE_TIERS	3	CONDITIONAL_MEAN	1609.8972953246	9	7	70663.3574096375	68755.1754939374	1908.1819157000	0.0000000000	20.7085165812	0.0000000000	2909.2246307994	1010.6587925864	20	3	20.7085165812	2|3|4|6|7|10|11
2	CURRENT_LANE_TIERS	3	CONDITIONAL_MEAN	1609.8972953246	9	8	65918.5026809576	65106.9445662283	811.5581147292	0.0000000000	13.6360678743	0.0000000000	3210.2740832446	1115.4985359455	20	2	13.6360678743	1|2|3|4|6|7|10|11
2	CURRENT_LANE_TIERS	3	CONDITIONAL_MEAN	1609.8972953246	9	9	62997.3515190592	62989.4568387317	7.8946803276	0.0000000000	0.2052179374	0.0000000000	3524.5828867025	1288.4872855880	20	1	0.2052179374	1|2|3|4|6|7|9|10|11
2	CURRENT_LANE_TIERS_MQC_1.50	3	CONDITIONAL_MEAN	1609.8972953246	9	2	141891.3806521151	54796.9172849407	87094.4633671744	0.0000000000	648.3487582554	0.0000000000	980.9865359287	471.1852776244	15	17	648.3487582554	2|11
2	CURRENT_LANE_TIERS_MQC_1.50	3	CONDITIONAL_MEAN	1609.8972953246	9	3	113388.4673671667	73512.7413380450	39875.7260291216	0.0000000000	317.3380998360	0.0000000000	1360.4091931584	690.7074472952	16	13	309.6306379075	2|6|11
2	CURRENT_LANE_TIERS_MQC_1.50	3	CONDITIONAL_MEAN	1609.8972953246	9	4	95868.4425952322	81322.7102433256	14545.7323519065	0.0000000000	132.0004417676	0.0000000000	1683.3839017798	899.4013228016	19	9	124.2929798391	2|4|6|11
2	CURRENT_LANE_TIERS_MQC_1.50	3	CONDITIONAL_MEAN	1609.8972953246	9	5	84267.9729552491	73129.3973999792	10945.7923521728	192.7832030971	106.2794211306	10.7738000084	2065.9033318985	1126.1852225413	19	7	106.0144883865	2|3|4|6|11
2	CURRENT_LANE_TIERS_MQC_1.50	3	CONDITIONAL_MEAN	1609.8972953246	9	6	77797.0828114874	70945.5194485899	6658.7801598004	192.7832030971	57.1049213438	10.7738000084	2481.5119579411	1335.5058642650	19	5	57.1049213438	2|3|4|6|10|11
2	CURRENT_LANE_TIERS_MQC_1.50	3	CONDITIONAL_MEAN	1609.8972953246	9	7	72266.0278620054	69289.9895884784	1908.1819157000	1067.8563578270	20.7085165812	58.5561979032	2909.2246307994	1515.9881888796	20	3	20.7085165812	2|3|4|6|7|10|11
2	CURRENT_LANE_TIERS_MQC_1.50	3	CONDITIONAL_MEAN	1609.8972953246	9	8	68639.4194434955	65504.0378769702	811.5581147292	2323.8234517961	13.6360678743	145.7513159570	3210.2740832446	1673.2478039182	20	2	13.6360678743	1|2|3|4|6|7|10|11
2	CURRENT_LANE_TIERS_MQC_1.50	3	CONDITIONAL_MEAN	1609.8972953246	9	9	67813.8026714737	62640.6009084373	811.5581147292	4361.6436483071	13.6360678743	316.5365882311	3573.6312734000	1912.7978156814	20	2	13.6360678743	1|2|3|4|5|6|7|10|11
2	PERSISTENT_CARRIER_FACTOR	3	CONDITIONAL_MEAN	1609.8972953246	8	2	148778.7956439629	56869.6099530180	91909.1856909449	0.0000000000	690.5148720663	0.0000000000	919.3824232584	245.6609894579	14	20	690.5148720663	7|11
2	PERSISTENT_CARRIER_FACTOR	3	CONDITIONAL_MEAN	1609.8972953246	8	3	130420.0547634523	82534.3034907426	47885.7512727097	0.0000000000	366.6781310011	0.0000000000	1296.4521156167	455.4537415584	18	14	366.6781310011	2|6|7
2	PERSISTENT_CARRIER_FACTOR	3	CONDITIONAL_MEAN	1609.8972953246	8	4	115635.4540550865	87983.5675621718	27651.8864929147	0.0000000000	217.0498931732	0.0000000000	1599.1327803216	574.9888907112	19	12	217.0498931732	0|2|3|7
2	PERSISTENT_CARRIER_FACTOR	3	CONDITIONAL_MEAN	1609.8972953246	8	5	104781.6517769412	94376.6175577689	10405.0342191724	0.0000000000	93.1750466960	0.0000000000	1912.7369446102	621.4667321486	20	9	93.1750466960	4|6|7|8|11
2	PERSISTENT_CARRIER_FACTOR	3	CONDITIONAL_MEAN	1609.8972953246	8	6	99201.6181439315	94333.5077425219	4868.1104014096	0.0000000000	53.9323385337	0.0000000000	2276.8379427831	849.4525323566	20	4	53.9323385337	2|3|4|5|7|8
2	PERSISTENT_CARRIER_FACTOR	3	CONDITIONAL_MEAN	1609.8972953246	8	7	97292.6775241192	97292.6775241192	0.0000000000	0.0000000000	0.0000000000	0.0000000000	2517.4385867551	973.2042977802	20	0	0.0000000000	3|4|5|7|8|9|10
2	PERSISTENT_CARRIER_FACTOR	3	CONDITIONAL_MEAN	1609.8972953246	8	8	97002.4136103927	97002.4136103927	0.0000000000	0.0000000000	0.0000000000	0.0000000000	3009.1083371551	1098.5437374950	20	0	0.0000000000	3|4|5|7|8|9|10|11
2	PERSISTENT_CARRIER_FACTOR	3	CONDITIONAL_MEAN	1609.8972953246	8	9	97863.1769864857	97863.1769864857	0.0000000000	0.0000000000	0.0000000000	0.0000000000	3308.6922289711	1213.2377332686	20	0	0.0000000000	0|3|4|5|7|8|9|10|11
2	PERSISTENT_CARRIER_FACTOR_WIDE	3	CONDITIONAL_MEAN	1609.8972953246	7	2	147073.4622256063	55164.2765346616	91909.1856909449	0.0000000000	690.5148720663	0.0000000000	919.3824232584	245.6609894579	14	20	690.5148720663	7|11
2	PERSISTENT_CARRIER_FACTOR_WIDE	3	CONDITIONAL_MEAN	1609.8972953246	7	3	127556.7976124174	63406.6363803147	64150.1612321027	0.0000000000	476.5018407926	0.0000000000	1210.3395787590	335.9893686971	17	17	476.5018407926	7|8|11
2	PERSISTENT_CARRIER_FACTOR_WIDE	3	CONDITIONAL_MEAN	1609.8972953246	7	4	112731.6699486925	74773.0058337628	37958.6641149296	0.0000000000	273.0579341276	0.0000000000	1590.5060440062	550.6232741769	18	12	273.0579341276	2|3|7|8
2	PERSISTENT_CARRIER_FACTOR_WIDE	3	CONDITIONAL_MEAN	1609.8972953246	7	5	101239.3432615545	88857.8584629396	12381.4847986147	0.0000000000	102.2886510846	0.0000000000	1894.3185126645	698.2632658635	20	9	102.2886510846	2|4|5|7|8
2	PERSISTENT_CARRIER_FACTOR_WIDE	3	CONDITIONAL_MEAN	1609.8972953246	7	6	94453.0343222010	89584.9239207913	4868.1104014096	0.0000000000	53.9323385337	0.0000000000	2276.8379427831	849.4525323566	20	4	53.9323385337	2|3|4|5|7|8
2	PERSISTENT_CARRIER_FACTOR_WIDE	3	CONDITIONAL_MEAN	1609.8972953246	7	7	93159.4061512031	92641.8983953597	517.5077558434	0.0000000000	5.9923881253	0.0000000000	2502.7136751131	914.9095439113	20	1	5.9923881253	0|3|4|5|7|8|10
2	PERSISTENT_CARRIER_FACTOR_WIDE	3	CONDITIONAL_MEAN	1609.8972953246	7	8	93234.3778810817	92716.8701252383	517.5077558434	0.0000000000	5.9923881253	0.0000000000	2994.3834255132	1040.2489836261	20	1	5.9923881253	0|3|4|5|7|8|10|11
2	PERSISTENT_CARRIER_FACTOR_WIDE	3	CONDITIONAL_MEAN	1609.8972953246	7	9	94781.8074458087	93905.9918229806	517.5077558434	358.3078669848	5.9923881253	18.0111681476	3295.4328779583	1145.0887269851	20	1	5.9923881253	0|1|3|4|5|7|8|10|11
2	PERSISTENT_WIDE_MQC_1.25	3	CONDITIONAL_MEAN	1609.8972953246	7	2	147073.4622256063	55164.2765346616	91909.1856909449	0.0000000000	690.5148720663	0.0000000000	919.3824232584	307.0762368223	14	20	690.5148720663	7|11
2	PERSISTENT_WIDE_MQC_1.25	3	CONDITIONAL_MEAN	1609.8972953246	7	3	127556.7976124174	63406.6363803147	64150.1612321027	0.0000000000	476.5018407926	0.0000000000	1210.3395787590	419.9867108714	17	17	476.5018407926	7|8|11
2	PERSISTENT_WIDE_MQC_1.25	3	CONDITIONAL_MEAN	1609.8972953246	7	4	112731.6699486925	74773.0058337628	37958.6641149296	0.0000000000	273.0579341276	0.0000000000	1590.5060440062	688.2790927211	18	12	273.0579341276	2|3|7|8
2	PERSISTENT_WIDE_MQC_1.25	3	CONDITIONAL_MEAN	1609.8972953246	7	5	101239.3432615545	88857.8584629396	12381.4847986147	0.0000000000	102.2886510846	0.0000000000	1894.3185126645	872.8290823294	20	9	102.2886510846	2|4|5|7|8
2	PERSISTENT_WIDE_MQC_1.25	3	CONDITIONAL_MEAN	1609.8972953246	7	6	94978.6493592277	90110.5389578181	4868.1104014096	0.0000000000	53.9323385337	0.0000000000	2276.8379427831	1061.8156654458	20	4	53.9323385337	2|3|4|5|7|8
2	PERSISTENT_WIDE_MQC_1.25	3	CONDITIONAL_MEAN	1609.8972953246	7	7	94256.9928450632	93739.4850892199	517.5077558434	0.0000000000	5.9923881253	0.0000000000	2502.7136751131	1143.6369298891	20	1	5.9923881253	0|3|4|5|7|8|10
2	PERSISTENT_WIDE_MQC_1.25	3	CONDITIONAL_MEAN	1609.8972953246	7	8	94868.8005192704	94351.2927634271	517.5077558434	0.0000000000	5.9923881253	0.0000000000	2994.3834255132	1300.3112295326	20	1	5.9923881253	0|3|4|5|7|8|10|11
2	PERSISTENT_WIDE_MQC_1.25	3	CONDITIONAL_MEAN	1609.8972953246	7	9	97085.0898290927	95405.2070075059	517.5077558434	1162.3750657434	5.9923881253	58.4294532405	3295.4328779583	1431.3609087314	20	1	5.9923881253	0|1|3|4|5|7|8|10|11
2	PERSISTENT_WIDE_MQC_1.50	3	CONDITIONAL_MEAN	1609.8972953246	6	2	147073.4622256063	55164.2765346616	91909.1856909449	0.0000000000	690.5148720663	0.0000000000	919.3824232584	368.4914841868	14	20	690.5148720663	7|11
2	PERSISTENT_WIDE_MQC_1.50	3	CONDITIONAL_MEAN	1609.8972953246	6	3	127556.7976124174	63406.6363803147	64150.1612321027	0.0000000000	476.5018407926	0.0000000000	1210.3395787590	503.9840530456	17	17	476.5018407926	7|8|11
2	PERSISTENT_WIDE_MQC_1.50	3	CONDITIONAL_MEAN	1609.8972953246	6	4	112731.6699486925	74773.0058337628	37958.6641149296	0.0000000000	273.0579341276	0.0000000000	1590.5060440062	825.9349112653	18	12	273.0579341276	2|3|7|8
2	PERSISTENT_WIDE_MQC_1.50	3	CONDITIONAL_MEAN	1609.8972953246	6	5	101248.2321497514	88866.7473511367	12381.4847986147	0.0000000000	102.2886510846	0.0000000000	1894.3185126645	1047.3948987953	20	9	102.2886510846	2|4|5|7|8
2	PERSISTENT_WIDE_MQC_1.50	3	CONDITIONAL_MEAN	1609.8972953246	6	6	95319.8064089020	92584.2143373868	2735.5920715152	0.0000000000	17.6334658239	0.0000000000	2139.3564849577	1132.8143041036	20	2	17.6334658239	0|3|4|7|8|10
2	PERSISTENT_WIDE_MQC_1.50	3	CONDITIONAL_MEAN	1609.8972953246	6	7	95895.3017042390	95377.7939483956	517.5077558434	0.0000000000	5.9923881253	0.0000000000	2502.7136751131	1372.3643158669	20	1	5.9923881253	0|3|4|5|7|8|10
2	PERSISTENT_WIDE_MQC_1.50	3	CONDITIONAL_MEAN	1609.8972953246	6	8	97388.8540170213	96823.8039748725	517.5077558434	47.5422863055	5.9923881253	2.2506022851	2994.3834255132	1560.3734754391	20	1	5.9923881253	0|3|4|5|7|8|10|11
2	PERSISTENT_WIDE_MQC_1.50	3	CONDITIONAL_MEAN	1609.8972953246	6	9	100378.9038743906	97162.7391910928	517.5077558434	2698.6569274544	5.9923881253	135.0870284807	3295.4328779583	1717.6330904777	20	1	5.9923881253	0|1|3|4|5|7|8|10|11
2	CURRENT_LANE_TIERS	4	REALIZED	1211.1578021565	9	2	99641.8245865637	39325.5519455036	60316.2726410602	0.0000000000	453.1342049053	0.0000000000	868.7394427584	335.1321918153	15	15	447.2200936338	2|6
2	CURRENT_LANE_TIERS	4	REALIZED	1211.1578021565	9	3	81489.7963723415	46041.9851165754	35447.8112557662	0.0000000000	263.6943307564	0.0000000000	1360.4091931584	460.4716315301	16	8	257.7802194848	2|6|11
2	CURRENT_LANE_TIERS	4	REALIZED	1211.1578021565	9	4	69114.8961214860	49341.2251992969	19773.6709221892	0.0000000000	153.1981758733	0.0000000000	1683.3839017798	599.6008818677	19	7	147.2840646018	2|4|6|11
2	CURRENT_LANE_TIERS	4	REALIZED	1211.1578021565	9	5	62098.3342701803	50352.0681621943	11746.2661079860	0.0000000000	97.5434461984	0.0000000000	2111.0965746382	719.9224316108	20	7	91.6293349269	2|4|6|7|11
2	CURRENT_LANE_TIERS	4	REALIZED	1211.1578021565	9	6	57190.9671927019	51309.5272642915	5881.4399284104	0.0000000000	37.8002409121	0.0000000000	2526.7052006808	859.4695260933	20	3	37.8002409121	2|4|6|7|10|11
2	CURRENT_LANE_TIERS	4	REALIZED	1211.1578021565	9	7	53592.0792085165	51277.1978198681	2314.8813886484	0.0000000000	15.6962238541	0.0000000000	2827.7546531259	964.3092694524	20	2	15.6962238541	1|2|4|6|7|10|11
2	CURRENT_LANE_TIERS	4	REALIZED	1211.1578021565	9	8	50964.5160096583	50920.7729734543	0.0000000000	43.7430362040	0.0000000000	3.2548975051	3118.7118086266	1054.6376486916	20	0	0.0000000000	1|2|4|6|7|8|10|11
2	CURRENT_LANE_TIERS	4	REALIZED	1211.1578021565	9	9	48935.6541112866	48886.3434665442	0.0000000000	49.3106447424	0.0000000000	3.5660465054	3501.2312387452	1205.8269151847	20	0	0.0000000000	1|2|3|4|6|7|8|10|11
2	CURRENT_LANE_TIERS_MQC_1.50	4	REALIZED	1211.1578021565	8	2	99641.8245865637	39325.5519455036	60316.2726410602	0.0000000000	453.1342049053	0.0000000000	868.7394427584	502.6982877229	15	15	447.2200936338	2|6
2	CURRENT_LANE_TIERS_MQC_1.50	4	REALIZED	1211.1578021565	8	3	81489.7963723415	46041.9851165754	35447.8112557662	0.0000000000	263.6943307564	0.0000000000	1360.4091931584	690.7074472952	16	8	257.7802194848	2|6|11
2	CURRENT_LANE_TIERS_MQC_1.50	4	REALIZED	1211.1578021565	8	4	69582.0786992510	49664.4845536752	19773.6709221892	143.9232233866	153.1981758733	8.0432319851	1683.3839017798	899.4013228016	19	7	147.2840646018	2|4|6|11
2	CURRENT_LANE_TIERS_MQC_1.50	4	REALIZED	1211.1578021565	8	5	63394.6591386089	50612.4904653109	11746.2661079860	1035.9025653120	97.5434461984	58.3089975888	2111.0965746382	1079.8836474162	20	7	91.6293349269	2|4|6|7|11
