replication	market_structure	sample	demand_type	total_demand	free_count	fixed_count	total_cost	transport_cost	spot_cost	mqc_penalty	spot_quantity	mqc_shortfall	selected_capacity	selected_mqc	covered_lanes	capacity_short_lanes	lane_capacity_shortfall	selected
1	PERSISTENT_CARRIER_FACTOR_WIDE	36	REALIZED	1417.0504258808	8	8	74207.8978217486	74207.8978217486	0.0000000000	0.0000000000	0.0000000000	0.0000000000	2820.5020346396	1081.4230450706	20	0	0.0000000000	1|2|3|4|5|8|9|10
1	PERSISTENT_CARRIER_FACTOR_WIDE	36	REALIZED	1417.0504258808	8	9	75403.2891792723	75403.2891792723	0.0000000000	0.0000000000	0.0000000000	0.0000000000	3165.3033759784	1207.9586872309	20	0	0.0000000000	1|2|3|4|5|6|8|9|10
1	PERSISTENT_WIDE_MQC_1.25	36	REALIZED	1417.0504258808	7	2	110051.9168173238	46893.7511778697	63158.1656394540	0.0000000000	619.1402157576	0.0000000000	906.4307099933	451.9474295779	15	14	619.1402157576	3|8
1	PERSISTENT_WIDE_MQC_1.25	36	REALIZED	1417.0504258808	7	3	97363.2985530903	55175.5060839756	42187.7924691147	0.0000000000	457.9021062811	0.0000000000	1212.2572233132	562.4889418344	18	12	457.9021062811	3|5|8
1	PERSISTENT_WIDE_MQC_1.25	36	REALIZED	1417.0504258808	7	4	88255.5505536048	59095.6977024292	29159.8528511757	0.0000000000	352.8561319486	0.0000000000	1517.2980628868	775.6031579536	20	10	352.8561319486	3|4|5|8
1	PERSISTENT_WIDE_MQC_1.25	36	REALIZED	1417.0504258808	7	5	82379.9725449212	61327.2357755029	21052.7367694182	0.0000000000	263.3781239863	0.0000000000	1835.9104592261	906.6351950093	20	8	263.3781239863	2|3|4|5|8
1	PERSISTENT_WIDE_MQC_1.25	36	REALIZED	1417.0504258808	7	6	77886.8096348906	67879.5814774720	10007.2281574186	0.0000000000	124.3133502149	0.0000000000	2163.9291431833	1062.8555579155	20	5	124.3133502149	2|3|4|5|8|9
1	PERSISTENT_WIDE_MQC_1.25	36	REALIZED	1417.0504258808	7	7	75066.9528489064	73168.3915959654	1898.5612529410	0.0000000000	18.1335343124	0.0000000000	2442.0053039207	1197.4982249432	20	1	18.1335343124	2|3|4|5|8|9|10
1	PERSISTENT_WIDE_MQC_1.25	36	REALIZED	1417.0504258808	7	8	75697.8531509023	75697.8531509024	0.0000000000	0.0000000000	0.0000000000	0.0000000000	2820.5020346396	1351.7788063382	20	0	0.0000000000	1|2|3|4|5|8|9|10
1	PERSISTENT_WIDE_MQC_1.25	36	REALIZED	1417.0504258808	7	9	78898.7888791326	76727.6141806808	0.0000000000	2171.1746984518	0.0000000000	92.8979331578	3165.3033759784	1509.9483590386	20	0	0.0000000000	1|2|3|4|5|6|8|9|10
1	PERSISTENT_WIDE_MQC_1.50	36	REALIZED	1417.0504258808	7	2	110051.9168173238	46893.7511778697	63158.1656394540	0.0000000000	619.1402157576	0.0000000000	906.4307099933	542.3369154935	15	14	619.1402157576	3|8
1	PERSISTENT_WIDE_MQC_1.50	36	REALIZED	1417.0504258808	7	3	97363.2985530903	55175.5060839756	42187.7924691147	0.0000000000	457.9021062811	0.0000000000	1212.2572233132	674.9867302013	18	12	457.9021062811	3|5|8
1	PERSISTENT_WIDE_MQC_1.50	36	REALIZED	1417.0504258808	7	4	88378.1067233155	59218.2538721398	29159.8528511757	0.0000000000	352.8561319486	0.0000000000	1517.2980628868	930.7237895443	20	10	352.8561319486	3|4|5|8
1	PERSISTENT_WIDE_MQC_1.50	36	REALIZED	1417.0504258808	7	5	82871.5739052437	61818.8371358255	21052.7367694182	0.0000000000	263.3781239863	0.0000000000	1835.9104592261	1087.9622340112	20	8	263.3781239863	2|3|4|5|8
1	PERSISTENT_WIDE_MQC_1.50	36	REALIZED	1417.0504258808	7	6	78629.7042741067	69239.0085370007	9390.6957371060	0.0000000000	110.3684711048	0.0000000000	2113.9866199635	1249.5334344444	20	6	110.3684711048	2|3|4|5|8|10
1	PERSISTENT_WIDE_MQC_1.50	36	REALIZED	1417.0504258808	7	7	77353.7256995675	74396.0304605102	1898.5612529410	1059.1339861163	18.1335343124	43.4801018170	2442.0053039207	1436.9978699319	20	1	18.1335343124	2|3|4|5|8|9|10
1	PERSISTENT_WIDE_MQC_1.50	36	REALIZED	1417.0504258808	7	8	79808.8190277037	75362.3906325686	0.0000000000	4446.4283951351	0.0000000000	205.0841417250	2820.5020346396	1622.1345676058	20	0	0.0000000000	1|2|3|4|5|8|9|10
1	PERSISTENT_WIDE_MQC_1.50	36	REALIZED	1417.0504258808	7	9	84588.2023241361	75229.0864759355	0.0000000000	9359.1158482006	0.0000000000	394.8876049655	3165.3033759784	1811.9380308463	20	0	0.0000000000	1|2|3|4|5|6|8|9|10
1	CURRENT_LANE_TIERS	36	CONDITIONAL_MEAN	1615.0019120544	9	2	129718.6759140194	56405.4644586670	73313.2114553523	0.0000000000	671.3850891496	0.0000000000	954.3570251389	397.1673027416	16	19	671.3850891496	3|11
1	CURRENT_LANE_TIERS	36	CONDITIONAL_MEAN	1615.0019120544	9	3	109841.4844061700	78404.6962688171	31436.7881373528	0.0000000000	285.2165673075	0.0000000000	1514.0360630925	602.6298756874	17	16	285.2165673075	3|7|11
1	CURRENT_LANE_TIERS	36	CONDITIONAL_MEAN	1615.0019120544	9	4	94165.2377294064	79046.5384263291	15118.6993030774	0.0000000000	130.8025702392	0.0000000000	1642.2587853235	627.0120223002	19	11	130.8025702392	0|7|9|11
1	CURRENT_LANE_TIERS	36	CONDITIONAL_MEAN	1615.0019120544	9	5	81074.5748632555	73476.2200150966	7598.3548481589	0.0000000000	60.7819005443	0.0000000000	2137.4466278425	858.5344523905	20	6	60.7819005443	0|3|7|9|11
1	CURRENT_LANE_TIERS	36	CONDITIONAL_MEAN	1615.0019120544	9	6	74246.0037698666	68629.3379817960	5616.6657880706	0.0000000000	45.5684573818	0.0000000000	2548.6894953168	988.5699659626	20	4	45.5684573818	0|3|7|8|9|11
1	CURRENT_LANE_TIERS	36	CONDITIONAL_MEAN	1615.0019120544	9	7	67600.4650203665	65252.1004303622	2348.3645900043	0.0000000000	17.0979263943	0.0000000000	2927.1862260357	1111.9944310786	20	4	17.0979263943	0|1|3|7|8|9|11
1	CURRENT_LANE_TIERS	36	CONDITIONAL_MEAN	1615.0019120544	9	8	62563.7580682072	62027.9892443144	535.7688238929	0.0000000000	3.4580621553	0.0000000000	2990.3846901583	1140.7816339152	20	1	3.4580621553	0|1|3|6|8|9|10|11
1	CURRENT_LANE_TIERS	36	CONDITIONAL_MEAN	1615.0019120544	9	9	60407.3648767339	60407.3648767340	0.0000000000	0.0000000000	0.0000000000	0.0000000000	3296.2112034781	1229.2148437204	20	0	0.0000000000	0|1|3|5|6|8|9|10|11
1	CURRENT_LANE_TIERS_MQC_1.50	36	CONDITIONAL_MEAN	1615.0019120544	9	2	129718.6759140194	56405.4644586670	73313.2114553523	0.0000000000	671.3850891496	0.0000000000	954.3570251389	595.7509541123	16	19	671.3850891496	3|11
1	CURRENT_LANE_TIERS_MQC_1.50	36	CONDITIONAL_MEAN	1615.0019120544	9	3	109841.4844061700	78404.6962688171	31436.7881373528	0.0000000000	285.2165673075	0.0000000000	1514.0360630925	903.9448135311	17	16	285.2165673075	3|7|11
1	CURRENT_LANE_TIERS_MQC_1.50	36	CONDITIONAL_MEAN	1615.0019120544	9	4	94165.2377294064	79046.5384263291	15118.6993030774	0.0000000000	130.8025702392	0.0000000000	1642.2587853235	940.5180334504	19	11	130.8025702392	0|7|9|11
1	CURRENT_LANE_TIERS_MQC_1.50	36	CONDITIONAL_MEAN	1615.0019120544	9	5	81074.5748632555	73476.2200150966	7598.3548481589	0.0000000000	60.7819005443	0.0000000000	2137.4466278425	1287.8016785857	20	6	60.7819005443	0|3|7|9|11
1	CURRENT_LANE_TIERS_MQC_1.50	36	CONDITIONAL_MEAN	1615.0019120544	9	6	74517.0662218466	70799.3447703627	3717.7214514839	0.0000000000	33.1613412964	0.0000000000	2415.5227885799	1449.3728790189	20	4	33.1613412964	0|3|7|9|10|11
1	CURRENT_LANE_TIERS_MQC_1.50	36	CONDITIONAL_MEAN	1615.0019120544	9	7	68590.0663630214	66972.0379758660	1006.4260414003	611.6023457551	7.9534023977	42.3640218119	2645.5833488195	1521.3689876323	20	2	7.9534023977	0|1|3|8|9|10|11
1	CURRENT_LANE_TIERS_MQC_1.50	36	CONDITIONAL_MEAN	1615.0019120544	9	8	65510.6420523562	62731.5948329826	535.7688238929	2243.2783954807	3.4580621553	144.9740782377	2990.3846901583	1711.1724508728	20	1	3.4580621553	0|1|3|6|8|9|10|11
1	CURRENT_LANE_TIERS_MQC_1.50	36	CONDITIONAL_MEAN	1615.0019120544	9	9	64472.4466618815	60646.2826743612	0.0000000000	3826.1639875203	0.0000000000	234.9707783106	3296.2112034781	1843.8222655806	20	0	0.0000000000	0|1|3|5|6|8|9|10|11
1	PERSISTENT_CARRIER_FACTOR	36	CONDITIONAL_MEAN	1615.0019120544	8	2	131937.1122442849	63437.7071294979	68499.4051147870	0.0000000000	568.1763016762	0.0000000000	1054.8668804726	436.9850030361	13	18	568.1763016762	3|7
1	PERSISTENT_CARRIER_FACTOR	36	CONDITIONAL_MEAN	1615.0019120544	8	3	113415.2052511030	78682.4027617385	34732.8024893644	0.0000000000	311.1039351814	0.0000000000	1466.1097479470	567.0205166082	15	13	311.1039351814	3|7|8
1	PERSISTENT_CARRIER_FACTOR	36	CONDITIONAL_MEAN	1615.0019120544	8	4	104037.4164565399	90259.3793948326	13778.0370617073	0.0000000000	145.6340700311	0.0000000000	1819.0769026661	773.1212485828	20	13	145.6340700311	3|4|7|11
1	PERSISTENT_CARRIER_FACTOR	36	CONDITIONAL_MEAN	1615.0019120544	8	5	95398.3769633189	89341.4902554126	6056.8867079063	0.0000000000	67.8228679795	0.0000000000	1845.3167468440	745.4588166879	20	10	67.8228679795	3|4|5|8|9
1	PERSISTENT_CARRIER_FACTOR	36	CONDITIONAL_MEAN	1615.0019120544	8	6	91831.7578093670	88513.6863089692	3318.0715003977	0.0000000000	40.3036660760	0.0000000000	2163.9291431833	850.2844463324	20	6	40.3036660760	2|3|4|5|8|9
1	PERSISTENT_CARRIER_FACTOR	36	CONDITIONAL_MEAN	1615.0019120544	8	7	90377.8002568586	90160.1890639914	217.6111928673	0.0000000000	2.1038486536	0.0000000000	2442.0053039207	957.9985799546	20	3	2.1038486536	2|3|4|5|8|9|10
1	PERSISTENT_CARRIER_FACTOR	36	CONDITIONAL_MEAN	1615.0019120544	8	8	90062.8695714884	90062.8695714884	0.0000000000	0.0000000000	0.0000000000	0.0000000000	2820.5020346396	1081.4230450706	20	0	0.0000000000	1|2|3|4|5|8|9|10
1	PERSISTENT_CARRIER_FACTOR	36	CONDITIONAL_MEAN	1615.0019120544	8	9	90447.9022807000	90447.9022807000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	3380.1810725932	1286.8856180164	20	0	0.0000000000	1|2|3|4|5|7|8|9|10
1	PERSISTENT_CARRIER_FACTOR_WIDE	36	CONDITIONAL_MEAN	1615.0019120544	8	2	131292.0700552097	62792.6649404228	68499.4051147870	0.0000000000	568.1763016762	0.0000000000	1054.8668804726	436.9850030361	13	18	568.1763016762	3|7
1	PERSISTENT_CARRIER_FACTOR_WIDE	36	CONDITIONAL_MEAN	1615.0019120544	8	3	112011.1739257355	77278.3714363711	34732.8024893644	0.0000000000	311.1039351814	0.0000000000	1466.1097479470	567.0205166082	15	13	311.1039351814	3|7|8
1	PERSISTENT_CARRIER_FACTOR_WIDE	36	CONDITIONAL_MEAN	1615.0019120544	8	4	100525.0890026826	74676.1315410160	25848.9574616666	0.0000000000	306.0400361307	0.0000000000	1517.2980628868	620.4825263629	20	14	306.0400361307	3|4|5|8
1	PERSISTENT_CARRIER_FACTOR_WIDE	36	CONDITIONAL_MEAN	1615.0019120544	8	5	91919.8660795737	85862.9793716674	6056.8867079063	0.0000000000	67.8228679795	0.0000000000	1845.3167468440	745.4588166879	20	10	67.8228679795	3|4|5|8|9
1	PERSISTENT_CARRIER_FACTOR_WIDE	36	CONDITIONAL_MEAN	1615.0019120544	8	6	87664.2140842759	84346.1425838782	3318.0715003977	0.0000000000	40.3036660760	0.0000000000	2163.9291431833	850.2844463324	20	6	40.3036660760	2|3|4|5|8|9
1	PERSISTENT_CARRIER_FACTOR_WIDE	36	CONDITIONAL_MEAN	1615.0019120544	8	7	86431.3972697199	86213.7860768527	217.6111928673	0.0000000000	2.1038486536	0.0000000000	2442.0053039207	957.9985799546	20	3	2.1038486536	2|3|4|5|8|9|10
1	PERSISTENT_CARRIER_FACTOR_WIDE	36	CONDITIONAL_MEAN	1615.0019120544	8	8	86405.0851478118	86405.0851478118	0.0000000000	0.0000000000	0.0000000000	0.0000000000	2820.5020346396	1081.4230450706	20	0	0.0000000000	1|2|3|4|5|8|9|10
1	PERSISTENT_CARRIER_FACTOR_WIDE	36	CONDITIONAL_MEAN	1615.0019120544	8	9	87484.8824664170	87484.8824664170	0.0000000000	0.0000000000	0.0000000000	0.0000000000	3380.1810725932	1286.8856180164	20	0	0.0000000000	1|2|3|4|5|7|8|9|10
1	PERSISTENT_WIDE_MQC_1.25	36	CONDITIONAL_MEAN	1615.0019120544	7	2	131292.0700552097	62792.6649404228	68499.4051147870	0.0000000000	568.1763016762	0.0000000000	1054.8668804726	546.2312537951	13	18	568.1763016762	3|7
1	PERSISTENT_WIDE_MQC_1.25	36	CONDITIONAL_MEAN	1615.0019120544	7	3	112011.1739257355	77278.3714363711	34732.8024893644	0.0000000000	311.1039351814	0.0000000000	1466.1097479470	708.7756457602	15	13	311.1039351814	3|7|8
1	PERSISTENT_WIDE_MQC_1.25	36	CONDITIONAL_MEAN	1615.0019120544	7	4	100525.0890026826	74676.1315410160	25848.9574616666	0.0000000000	306.0400361307	0.0000000000	1517.2980628868	775.6031579536	20	14	306.0400361307	3|4|5|8
1	PERSISTENT_WIDE_MQC_1.25	36	CONDITIONAL_MEAN	1615.0019120544	7	5	91919.8660795737	85862.9793716674	6056.8867079063	0.0000000000	67.8228679795	0.0000000000	1845.3167468440	931.8235208598	20	10	67.8228679795	3|4|5|8|9
1	PERSISTENT_WIDE_MQC_1.25	36	CONDITIONAL_MEAN	1615.0019120544	7	6	87664.2140842759	84346.1425838782	3318.0715003977	0.0000000000	40.3036660760	0.0000000000	2163.9291431833	1062.8555579155	20	6	40.3036660760	2|3|4|5|8|9
1	PERSISTENT_WIDE_MQC_1.25	36	CONDITIONAL_MEAN	1615.0019120544	7	7	86960.4932073430	86742.8820144757	217.6111928673	0.0000000000	2.1038486536	0.0000000000	2442.0053039207	1197.4982249432	20	3	2.1038486536	2|3|4|5|8|9|10
1	PERSISTENT_WIDE_MQC_1.25	36	CONDITIONAL_MEAN	1615.0019120544	7	8	87385.5619823667	87385.5619823667	0.0000000000	0.0000000000	0.0000000000	0.0000000000	2820.5020346396	1351.7788063382	20	0	0.0000000000	1|2|3|4|5|8|9|10
1	PERSISTENT_WIDE_MQC_1.25	36	CONDITIONAL_MEAN	1615.0019120544	7	9	89897.0774073194	89897.0774073195	0.0000000000	0.0000000000	0.0000000000	0.0000000000	3165.3033759784	1509.9483590386	20	0	0.0000000000	1|2|3|4|5|6|8|9|10
1	PERSISTENT_WIDE_MQC_1.50	36	CONDITIONAL_MEAN	1615.0019120544	6	2	131292.0700552097	62792.6649404228	68499.4051147870	0.0000000000	568.1763016762	0.0000000000	1054.8668804726	655.4775045541	13	18	568.1763016762	3|7
1	PERSISTENT_WIDE_MQC_1.50	36	CONDITIONAL_MEAN	1615.0019120544	6	3	112011.1739257355	77278.3714363711	34732.8024893644	0.0000000000	311.1039351814	0.0000000000	1466.1097479470	850.5307749123	15	13	311.1039351814	3|7|8
1	PERSISTENT_WIDE_MQC_1.50	36	CONDITIONAL_MEAN	1615.0019120544	6	4	100525.0890026826	74676.1315410160	25848.9574616666	0.0000000000	306.0400361307	0.0000000000	1517.2980628868	930.7237895443	20	14	306.0400361307	3|4|5|8
1	PERSISTENT_WIDE_MQC_1.50	36	CONDITIONAL_MEAN	1615.0019120544	6	5	91919.8660795737	85862.9793716674	6056.8867079063	0.0000000000	67.8228679795	0.0000000000	1845.3167468440	1118.1882250318	20	10	67.8228679795	3|4|5|8|9
1	PERSISTENT_WIDE_MQC_1.50	36	CONDITIONAL_MEAN	1615.0019120544	6	6	87747.2490013240	84429.1775009263	3318.0715003977	0.0000000000	40.3036660760	0.0000000000	2163.9291431833	1275.4266694986	20	6	40.3036660760	2|3|4|5|8|9
1	PERSISTENT_WIDE_MQC_1.50	36	CONDITIONAL_MEAN	1615.0019120544	6	7	88067.6579819824	87850.0467891152	217.6111928673	0.0000000000	2.1038486536	0.0000000000	2442.0053039207	1436.9978699319	20	3	2.1038486536	2|3|4|5|8|9|10
1	PERSISTENT_WIDE_MQC_1.50	36	CONDITIONAL_MEAN	1615.0019120544	6	8	89372.7521131511	89163.1134180065	0.0000000000	209.6386951446	0.0000000000	7.1326555514	2820.5020346396	1622.1345676058	20	0	0.0000000000	1|2|3|4|5|8|9|10
1	PERSISTENT_WIDE_MQC_1.50	36	CONDITIONAL_MEAN	1615.0019120544	6	9	94438.2200886274	89385.9504596405	0.0000000000	5052.2696289869	0.0000000000	196.9361187919	3165.3033759784	1811.9380308463	20	0	0.0000000000	1|2|3|4|5|6|8|9|10
1	CURRENT_LANE_TIERS	37	REALIZED	2065.2495836559	9	2	179020.6182540645	56985.8656089043	122034.7526451601	0.0000000000	1115.4490935493	0.0000000000	954.3570251389	397.1673027416	16	19	1115.4490935493	3|11
1	CURRENT_LANE_TIERS	37	REALIZED	2065.2495836559	9	3	157941.3364773336	86340.9228470875	71600.4136302460	0.0000000000	663.4806796787	0.0000000000	1514.0360630925	602.6298756874	17	18	663.4806796787	3|7|11
1	CURRENT_LANE_TIERS	37	REALIZED	2065.2495836559	9	4	138393.9197855888	80255.7862738468	58138.1335117418	0.0000000000	545.7235474878	0.0000000000	1577.7675898889	653.0718794446	20	16	545.7235474878	0|3|9|11
1	CURRENT_LANE_TIERS	37	REALIZED	2065.2495836559	9	5	121651.8998324415	92199.0568347349	29452.8429977065	0.0000000000	301.9561736013	0.0000000000	2137.4466278425	858.5344523905	20	13	301.9561736013	0|3|7|9|11
1	CURRENT_LANE_TIERS	37	REALIZED	2065.2495836559	9	6	111132.7276491125	96149.3182758759	14983.4093732365	0.0000000000	153.0601966168	0.0000000000	2482.2479691813	985.0700945508	20	9	153.0601966168	0|3|6|7|9|11
1	CURRENT_LANE_TIERS	37	REALIZED	2065.2495836559	9	7	100423.9065469472	88890.8747457595	11533.0318011876	0.0000000000	166.4926540874	0.0000000000	2639.6383120218	998.0762449823	20	8	166.4926540874	0|3|5|6|8|9|11
1	CURRENT_LANE_TIERS	37	REALIZED	2065.2495836559	9	8	93886.7499011088	86880.3996243429	7006.3502767659	0.0000000000	102.9883019036	0.0000000000	3018.1350427407	1121.5007100983	20	4	102.9883019036	0|1|3|5|6|8|9|11
1	CURRENT_LANE_TIERS	37	REALIZED	2065.2495836559	9	9	88949.5417094996	83387.9399316115	5561.6017778880	0.0000000000	90.0320844539	0.0000000000	3296.2112034781	1229.2148437204	20	2	90.0320844539	0|1|3|5|6|8|9|10|11
1	CURRENT_LANE_TIERS_MQC_1.50	37	REALIZED	2065.2495836559	9	2	179020.6182540645	56985.8656089043	122034.7526451601	0.0000000000	1115.4490935493	0.0000000000	954.3570251389	595.7509541123	16	19	1115.4490935493	3|11
1	CURRENT_LANE_TIERS_MQC_1.50	37	REALIZED	2065.2495836559	9	3	157941.3364773336	86340.9228470875	71600.4136302460	0.0000000000	663.4806796787	0.0000000000	1514.0360630925	903.9448135311	17	18	663.4806796787	3|7|11
1	CURRENT_LANE_TIERS_MQC_1.50	37	REALIZED	2065.2495836559	9	4	138393.9197855888	80255.7862738468	58138.1335117418	0.0000000000	545.7235474878	0.0000000000	1577.7675898889	979.6078191669	20	16	545.7235474878	0|3|9|11
1	CURRENT_LANE_TIERS_MQC_1.50	37	REALIZED	2065.2495836559	9	5	121651.8998324415	92199.0568347349	29452.8429977065	0.0000000000	301.9561736013	0.0000000000	2137.4466278425	1287.8016785857	20	13	301.9561736013	0|3|7|9|11
1	CURRENT_LANE_TIERS_MQC_1.50	37	REALIZED	2065.2495836559	9	6	111359.3883869453	96149.3182758759	14983.4093732365	226.6607378329	153.0601966168	14.8905945703	2482.2479691813	1477.6051418262	20	9	153.0601966168	0|3|6|7|9|11
1	CURRENT_LANE_TIERS_MQC_1.50	37	REALIZED	2065.2495836559	9	7	100441.1008910470	88908.0690898593	11533.0318011876	0.0000000000	166.4926540874	0.0000000000	2639.6383120218	1497.1143674734	20	8	166.4926540874	0|3|5|6|8|9|11
1	CURRENT_LANE_TIERS_MQC_1.50	37	REALIZED	2065.2495836559	9	8	94611.8435461572	87029.5711120944	7006.3502767659	575.9221572969	102.9883019036	37.8355044210	3018.1350427407	1682.2510651474	20	4	102.9883019036	0|1|3|5|6|8|9|11
1	CURRENT_LANE_TIERS_MQC_1.50	37	REALIZED	2065.2495836559	9	9	89958.1539254111	83807.8485437760	5561.6017778880	588.7036037471	90.0320844539	38.6751881656	3296.2112034781	1843.8222655806	20	2	90.0320844539	0|1|3|5|6|8|9|10|11
1	PERSISTENT_CARRIER_FACTOR	37	REALIZED	2065.2495836559	9	2	182053.2780602180	62750.6658530833	119302.6122071347	0.0000000000	1026.1179656343	0.0000000000	1054.8668804726	436.9850030361	13	19	1026.1179656343	3|7
1	PERSISTENT_CARRIER_FACTOR	37	REALIZED	2065.2495836559	9	3	158990.2664548857	85809.5829421738	73180.6835127119	0.0000000000	675.3473460905	0.0000000000	1466.1097479470	567.0205166082	15	18	675.3473460905	3|7|8
1	PERSISTENT_CARRIER_FACTOR	37	REALIZED	2065.2495836559	9	4	146555.3980595012	93081.3097399836	53474.0883195175	0.0000000000	527.3949388957	0.0000000000	1771.1505875206	737.5118895035	19	16	527.3949388957	3|4|7|8
1	PERSISTENT_CARRIER_FACTOR	37	REALIZED	2065.2495836559	9	5	134877.7277390760	100629.3099416766	34248.4177973993	0.0000000000	376.6218639856	0.0000000000	1845.3167468440	745.4588166879	20	13	376.6218639856	3|4|5|8|9
1	PERSISTENT_CARRIER_FACTOR	37	REALIZED	2065.2495836559	9	6	127212.8610693886	108657.1997555168	18555.6613138717	0.0000000000	226.4797415591	0.0000000000	2223.8134775629	868.8832818038	20	9	226.4797415591	1|3|4|5|8|9
1	PERSISTENT_CARRIER_FACTOR	37	REALIZED	2065.2495836559	9	7	121538.4738123479	110321.8345352312	11216.6392771168	0.0000000000	134.2728502690	0.0000000000	2740.3908385185	1057.3063711136	20	8	134.2728502690	2|3|4|5|6|7|8
1	PERSISTENT_CARRIER_FACTOR	37	REALIZED	2065.2495836559	9	8	118085.3365135477	112784.4590859265	5300.8774276212	0.0000000000	64.9067574701	0.0000000000	2887.2272152410	1100.2445536087	20	4	64.9067574701	1|2|3|4|5|6|8|9
1	PERSISTENT_CARRIER_FACTOR	37	REALIZED	2065.2495836559	9	9	116404.4355766808	113498.2697603909	2906.1658162900	0.0000000000	19.1004476882	0.0000000000	3446.9062531946	1305.7071265546	20	2	19.1004476882	1|2|3|4|5|6|7|8|9
1	PERSISTENT_CARRIER_FACTOR_WIDE	37	REALIZED	2065.2495836559	9	2	181395.6330426898	62093.0208355552	119302.6122071347	0.0000000000	1026.1179656343	0.0000000000	1054.8668804726	436.9850030361	13	19	1026.1179656343	3|7
1	PERSISTENT_CARRIER_FACTOR_WIDE	37	REALIZED	2065.2495836559	9	3	157711.2589768266	84530.5754641148	73180.6835127119	0.0000000000	675.3473460905	0.0000000000	1466.1097479470	567.0205166082	15	18	675.3473460905	3|7|8
1	PERSISTENT_CARRIER_FACTOR_WIDE	37	REALIZED	2065.2495836559	9	4	143969.0649796649	90494.9766601474	53474.0883195175	0.0000000000	527.3949388957	0.0000000000	1771.1505875206	737.5118895035	19	16	527.3949388957	3|4|7|8
1	PERSISTENT_CARRIER_FACTOR_WIDE	37	REALIZED	2065.2495836559	9	5	131603.7389736941	97355.3211762947	34248.4177973993	0.0000000000	376.6218639856	0.0000000000	1845.3167468440	745.4588166879	20	13	376.6218639856	3|4|5|8|9
1	PERSISTENT_CARRIER_FACTOR_WIDE	37	REALIZED	2065.2495836559	9	6	124094.4379540449	97868.8975667688	26225.5403872760	0.0000000000	286.0012075263	0.0000000000	2395.5894971797	930.7707289533	20	12	286.0012075263	2|3|4|5|7|8
1	PERSISTENT_CARRIER_FACTOR_WIDE	37	REALIZED	2065.2495836559	9	7	117365.1521961765	106148.5129190596	11216.6392771168	0.0000000000	134.2728502690	0.0000000000	2740.3908385185	1057.3063711136	20	8	134.2728502690	2|3|4|5|6|7|8
1	PERSISTENT_CARRIER_FACTOR_WIDE	37	REALIZED	2065.2495836559	9	8	114239.4531579509	107348.3148675292	6891.1382904216	0.0000000000	70.6945863897	0.0000000000	3118.8875692374	1180.7308362296	20	7	70.6945863897	1|2|3|4|5|6|7|8
1	PERSISTENT_CARRIER_FACTOR_WIDE	37	REALIZED	2065.2495836559	9	9	112550.1248969577	109643.9590806677	2906.1658162900	0.0000000000	19.1004476882	0.0000000000	3446.9062531946	1305.7071265546	20	2	19.1004476882	1|2|3|4|5|6|7|8|9
1	PERSISTENT_WIDE_MQC_1.25	37	REALIZED	2065.2495836559	9	2	181395.6330426898	62093.0208355552	119302.6122071347	0.0000000000	1026.1179656343	0.0000000000	1054.8668804726	546.2312537951	13	19	1026.1179656343	3|7
1	PERSISTENT_WIDE_MQC_1.25	37	REALIZED	2065.2495836559	9	3	157711.2589768266	84530.5754641148	73180.6835127119	0.0000000000	675.3473460905	0.0000000000	1466.1097479470	708.7756457602	15	18	675.3473460905	3|7|8
1	PERSISTENT_WIDE_MQC_1.25	37	REALIZED	2065.2495836559	9	4	143969.0649796649	90494.9766601474	53474.0883195175	0.0000000000	527.3949388957	0.0000000000	1771.1505875206	921.8898618794	19	16	527.3949388957	3|4|7|8
1	PERSISTENT_WIDE_MQC_1.25	37	REALIZED	2065.2495836559	9	5	131603.7389736941	97355.3211762947	34248.4177973993	0.0000000000	376.6218639856	0.0000000000	1845.3167468440	931.8235208598	20	13	376.6218639856	3|4|5|8|9
1	PERSISTENT_WIDE_MQC_1.25	37	REALIZED	2065.2495836559	9	6	124094.4379540449	97868.8975667688	26225.5403872760	0.0000000000	286.0012075263	0.0000000000	2395.5894971797	1163.4634111916	20	12	286.0012075263	2|3|4|5|7|8
1	PERSISTENT_WIDE_MQC_1.25	37	REALIZED	2065.2495836559	9	7	117404.7887790166	106188.1495018997	11216.6392771168	0.0000000000	134.2728502690	0.0000000000	2740.3908385185	1321.6329638921	20	8	134.2728502690	2|3|4|5|6|7|8
1	PERSISTENT_WIDE_MQC_1.25	37	REALIZED	2065.2495836559	9	8	114461.6952599557	109160.8178323345	5300.8774276212	0.0000000000	64.9067574701	0.0000000000	2887.2272152410	1375.3056920109	20	4	64.9067574701	1|2|3|4|5|6|8|9
1	PERSISTENT_WIDE_MQC_1.25	37	REALIZED	2065.2495836559	9	9	113503.4698589039	110597.3040426139	2906.1658162900	0.0000000000	19.1004476882	0.0000000000	3446.9062531946	1632.1339081932	20	2	19.1004476882	1|2|3|4|5|6|7|8|9
1	PERSISTENT_WIDE_MQC_1.50	37	REALIZED	2065.2495836559	8	2	181395.6330426898	62093.0208355552	119302.6122071347	0.0000000000	1026.1179656343	0.0000000000	1054.8668804726	655.4775045541	13	19	1026.1179656343	3|7
