replication	distribution	capacity_scale	training_size	method	status	certified	objective	solve_sec	selected_count	selected	oos_mean	oos_sd	oos_q95	oos_cvar95	oos_max	spot_share	mqc_penalty
1	BETA_0_5_0_5	0.5000	0	D	Optimal	true	121101.4973415255	0.009495	9	0|1|2|3|5|6|7|8|10	133015.6807325785	17068.8907769610	161300.5124603915	168013.9654933554	186161.8356072436	0.1284720519	172.5423373821
1	BETA_0_5_0_5	0.5000	10	SAA	Optimal	true	125701.9832497515	0.120559	9	0|2|3|5|6|7|8|9|10	134511.5182865631	17374.8143385543	163369.6678552431	169927.0770836071	190245.5231137640	0.1404087681	108.0408990227
1	BETA_0_5_0_5	0.5000	60	SAA	Optimal	true	132687.0663055091	3.439430	9	0|1|2|3|5|6|7|8|10	133015.6807325785	17068.8907769610	161300.5124603915	168013.9654933554	186161.8356072436	0.1284720519	172.5423373821
2	BETA_0_5_0_5	0.5000	0	D	Optimal	true	115371.7101883805	0.008389	9	0|1|2|3|4|6|7|9|11	123630.8382415194	15249.5335066360	148784.6129291354	154760.8986473015	179115.7279150850	0.1521213395	603.7353230744
2	BETA_0_5_0_5	0.5000	10	SAA	Optimal	true	119872.5055194608	0.072940	9	0|1|2|3|4|6|7|9|11	123630.8382415194	15249.5335066360	148784.6129291354	154760.8986473015	179115.7279150850	0.1521213395	603.7353230744
2	BETA_0_5_0_5	0.5000	60	SAA	Optimal	true	123948.4308113685	2.290996	9	0|1|2|3|4|6|7|9|11	123630.8382415194	15249.5335066360	148784.6129291354	154760.8986473015	179115.7279150850	0.1521213395	603.7353230744
