method	status	certified	objective	best_bound	gap	model_and_solve_seconds	wall_seconds	selected	selected_indices	alpha	beta	capacity_mode	capacity_scale	lane_capacity_ratio	mqc_capacity_ratio	threads	limit_seconds	parameter	oos_mean	oos_sd	oos_q95	oos_cvar95	oos_max	transport_cost	spot_cost	penalty_cost	spot_share	capacity_utilization	mean_lane_capacity_utilization
D	Optimal	true	123634.19088543714	123633.18037198225	8.1734142283530780e-06	0.016420	0.176040	11	1,2,4,5,6,7,8,10,11,13,15	2	11	PAIR_SCALE	0.300000	NaN	0.750000	2	600	none	132298.06755112940	7209.3030276813870	144526.17231789190	147836.63772181440	158661.62764266602	74259.436068135680	58038.631482993680	0.0000000000000000	0.24365804287888732	0.93983452492464690	0.95133593478759660
