method	status	certified	objective	best_bound	gap	model_and_solve_seconds	wall_seconds	selected	selected_indices	alpha	beta	capacity_mode	capacity_scale	lane_capacity_ratio	mqc_capacity_ratio	threads	limit_seconds	parameter	oos_mean	oos_sd	oos_q95	oos_cvar95	oos_max	transport_cost	spot_cost	penalty_cost	spot_share	capacity_utilization	mean_lane_capacity_utilization
CSAA_EXP	Optimal	true	159468.97348664777	159468.97348664777	0.0000000000000000	364.389732	365.206976	14	1,2,3,4,6,7,8,9,12,13,14,15,16,20	2	14	PAIR_SCALE	0.300000	NaN	0.750000	2	600	kernel=EXPONENTIAL;B=0.5	193883.54612239130	8758.5660922581230	208668.04932318002	211496.35571263835	217443.05382683128	115264.58865688345	78618.957465508310	0.0000000000000000	0.25102850919727365	0.93294320929919840	0.93536623321699840
