replication	volatility	capacity_scale	penalty_scale	method	lambda	status	certified	objective	gap	solve_sec	selected_count	selected	oos_mean	oos_sd	oos_q95	oos_cvar95	oos_max	spot_share	mqc_penalty	capacity_utilization
3	HIGH	0.75	2.00	CSAA	0.00	Optimal	true	103020.8317407565	0.000000000	1.591700	9	0|1|4|5|6|7|8|9|10	102961.3010809970	54753.6673632532	201924.5726330426	272627.6653451476	374988.8785573624	0.1248362685	1962.2300848997	0.5002720853
3	HIGH	0.75	2.00	C_CHI2	0.50	PrimalFeasible	true	126261.8863445755	0.000000000	5.019174	9	0|1|4|5|6|7|8|9|10	102961.3010809970	54753.6673632532	201924.5726330426	272627.6653451476	374988.8785573624	0.1248362685	1962.2300848997	0.5002720853
3	HIGH	0.75	5.00	D	0.00	Optimal	true	75960.4475621180	0.000000000	0.005800	9	0|1|4|5|6|7|8|9|10	105307.4274981813	52934.8674856136	201924.5726330426	272627.6653451476	374988.8785573624	0.1248362685	3607.0121026965	0.5002720853
3	HIGH	0.75	5.00	SAA	0.00	Optimal	true	105928.4823348098	0.000000000	2.045001	9	0|1|4|5|6|7|8|9|10	105307.4274981813	52934.8674856136	201924.5726330426	272627.6653451476	374988.8785573624	0.1248362685	3607.0121026965	0.5002720853
3	HIGH	0.75	5.00	CSAA	0.00	Optimal	true	105586.2307312153	0.000000000	1.863362	9	0|1|4|5|6|7|8|9|10	105307.4274981813	52934.8674856136	201924.5726330426	272627.6653451476	374988.8785573624	0.1248362685	3607.0121026965	0.5002720853
3	HIGH	0.75	5.00	C_CHI2	0.50	PrimalFeasible	true	127634.6420741785	3.420368089e-16	1.952941	9	0|1|4|5|6|7|8|9|10	105307.4274981813	52934.8674856136	201924.5726330426	272627.6653451476	374988.8785573624	0.1248362685	3607.0121026965	0.5002720853
3	HIGH	0.60	1.00	D	0.00	Optimal	true	88331.4641255960	0.000000000	0.004985	9	0|1|4|5|7|8|9|10|11	116129.8927996323	62254.2607755396	222911.5663555867	300439.5242081819	412937.0150808475	0.1808116194	1931.2344949615	0.5867027307
3	HIGH	0.60	1.00	SAA	0.00	Optimal	true	115735.3730841672	0.000000000	1.244018	9	0|1|4|5|6|7|8|9|10	114459.0247370726	61406.6000447078	222820.6175571876	297917.2994963718	407729.2338403208	0.1810037109	1654.2841515484	0.5852061830
3	HIGH	0.60	1.00	CSAA	0.00	Optimal	true	114647.9743636540	0.000000000	1.011019	9	0|1|4|5|6|7|8|9|10	114459.0247370726	61406.6000447078	222820.6175571876	297917.2994963718	407729.2338403208	0.1810037109	1654.2841515484	0.5852061830
3	HIGH	0.60	1.00	C_CHI2	0.50	PrimalFeasible	true	141342.4941759344	0.000000000	4.302225	9	0|1|4|5|6|7|8|9|10	114459.0247370726	61406.6000447078	222820.6175571876	297917.2994963718	407729.2338403208	0.1810037109	1654.2841515484	0.5852061830
3	HIGH	0.60	2.00	D	0.00	Optimal	true	88363.8928153021	0.000000000	0.004568	9	0|1|4|5|6|7|8|9|10	115803.4781653490	60275.3452331625	222820.6175571876	297945.3652926143	407729.2338403208	0.1809965233	2398.4270823363	0.5852113188
3	HIGH	0.60	2.00	SAA	0.00	Optimal	true	117078.8632684355	0.000000000	1.145630	9	0|1|4|5|6|7|8|9|10	115803.4781653490	60275.3452331625	222820.6175571876	297945.3652926143	407729.2338403208	0.1809965233	2398.4270823363	0.5852113188
3	HIGH	0.60	2.00	CSAA	0.00	Optimal	true	116091.4213514839	0.000000000	0.908813	9	0|1|4|5|6|7|8|9|10	115803.4781653490	60275.3452331625	222820.6175571876	297945.3652926143	407729.2338403208	0.1809965233	2398.4270823363	0.5852113188
3	HIGH	0.60	2.00	C_CHI2	0.50	PrimalFeasible	true	142120.0571549502	0.000000000	2.986151	9	0|1|4|5|6|7|8|9|10	115803.4781653490	60275.3452331625	222820.6175571876	297945.3652926143	407729.2338403208	0.1809965233	2398.4270823363	0.5852113188
3	HIGH	0.60	5.00	D	0.00	Optimal	true	88363.8928153021	0.000000000	0.005101	9	0|1|4|5|6|7|8|9|10	118749.8694922055	57948.5671610765	222820.6175571876	297945.3652926143	407729.2338403208	0.1809965233	4531.1414428561	0.5852113188
3	HIGH	0.60	5.00	SAA	0.00	Optimal	true	119952.3260130993	0.000000000	1.287220	9	0|1|4|5|6|7|8|9|10	118749.8694922055	57948.5671610765	222820.6175571876	297945.3652926143	407729.2338403208	0.1809965233	4531.1414428561	0.5852113188
3	HIGH	0.60	5.00	CSAA	0.00	Optimal	true	119451.9564151905	0.000000000	1.203461	9	0|1|4|5|6|7|8|9|10	118749.8694922055	57948.5671610765	222820.6175571876	297945.3652926143	407729.2338403208	0.1809965233	4531.1414428561	0.5852113188
3	HIGH	0.60	5.00	C_CHI2	0.50	PrimalFeasible	true	144022.8888752316	0.000000000	0.856415	9	0|1|4|5|6|7|8|9|10	118749.8694922055	57948.5671610765	222820.6175571876	297945.3652926143	407729.2338403208	0.1809965233	4531.1414428561	0.5852113188
