replication	design	base_cv	top5_share	mean_loading_cosine	mean_context_share_tv	q95_context_share_tv	total_conditional_mean_cv	mean_lane_q90_q10_ratio
169	three_level_wide_positive	0.7863877187	0.2352071193	0.8548215591	0.0239958661	0.0366070886	0.1506729849	1.5302704453
170	three_level_wide_positive	0.8087876605	0.2437538506	0.8405158485	0.0267843659	0.0434703092	0.1423122538	1.5147442081
171	three_level_wide_positive	0.7733479349	0.2379799458	0.8521387320	0.0244949991	0.0387193039	0.1467582563	1.5286304418
172	three_level_wide_positive	0.8018837058	0.2316345189	0.8475157254	0.0239461007	0.0373832535	0.1398939118	1.4953527634
173	three_level_wide_positive	0.8189072177	0.2477271215	0.8398105577	0.0238984649	0.0371429783	0.1454119411	1.4948007503
174	three_level_wide_positive	0.8154400766	0.2427361596	0.8816844405	0.0220187385	0.0337308249	0.1498480595	1.5156081545
175	three_level_wide_positive	0.8002070074	0.2316317346	0.8666875148	0.0235188239	0.0374460235	0.1486612090	1.5360480819
176	three_level_wide_positive	0.8424763946	0.2460539399	0.8410148800	0.0244175484	0.0392999965	0.1506595646	1.5313234741
177	three_level_wide_positive	0.8039650394	0.2495135812	0.8551442315	0.0223768031	0.0343667264	0.1467823801	1.5106718447
178	three_level_wide_positive	0.8041321945	0.2367152640	0.8785107859	0.0227476620	0.0353183720	0.1474157468	1.5173317726
179	three_level_wide_positive	0.8149938080	0.2424262489	0.8622689650	0.0227249118	0.0356681964	0.1425600138	1.4940901131
180	three_level_wide_positive	0.7902125024	0.2411670611	0.8609559864	0.0232316342	0.0361586088	0.1398313084	1.4993280410
181	three_level_wide_positive	0.7825726241	0.2387459761	0.8402424899	0.0233791162	0.0374998398	0.1457902501	1.5014593616
182	three_level_wide_positive	0.8265343257	0.2485931304	0.8663327488	0.0225638221	0.0359764947	0.1436393307	1.5048401706
183	three_level_wide_positive	0.8429094277	0.2445243690	0.8431071579	0.0264524688	0.0425805795	0.1451444055	1.5252921883
184	three_level_wide_positive	0.8252356757	0.2429514091	0.8577236539	0.0233157252	0.0376665609	0.1427996726	1.5026635733
185	three_level_wide_positive	0.8134793855	0.2436790114	0.8598130466	0.0226921291	0.0359241984	0.1458578561	1.5061424629
186	three_level_wide_positive	0.8157244146	0.2546334544	0.8601895353	0.0230998335	0.0364266739	0.1466396882	1.5205757698
187	three_level_wide_positive	0.7866812080	0.2373669615	0.8608379760	0.0229483325	0.0349684476	0.1442092036	1.5184854980
188	three_level_wide_positive	0.7877824612	0.2414728978	0.8663308091	0.0221508774	0.0342918251	0.1442871914	1.4994555670
189	three_level_wide_positive	0.7947684624	0.2388048020	0.8487459830	0.0242658999	0.0371151706	0.1461399578	1.5207860183
190	three_level_wide_positive	0.7948917350	0.2311789392	0.8536129713	0.0252015101	0.0394096957	0.1416195684	1.5023948193
191	three_level_wide_positive	0.8097406560	0.2440716144	0.8630871548	0.0230676345	0.0357298619	0.1477769976	1.5128358639
192	three_level_wide_positive	0.8202134422	0.2481019434	0.8519204452	0.0225533009	0.0352403106	0.1447712443	1.5142466185
193	three_level_wide_positive	0.8139331069	0.2490877528	0.8643227201	0.0213865885	0.0344388898	0.1503547957	1.5325192819
194	three_level_wide_positive	0.7897825243	0.2437269153	0.8500004727	0.0253597774	0.0405521433	0.1487546792	1.5212625286
195	three_level_wide_positive	0.8073871863	0.2417225867	0.8501370922	0.0251189708	0.0386098137	0.1410644432	1.4945702861
196	three_level_wide_positive	0.8353722131	0.2411176177	0.8591100520	0.0236234273	0.0373859166	0.1430233817	1.4924733999
197	three_level_wide_positive	0.7989516613	0.2313099040	0.8650202601	0.0225051762	0.0373311821	0.1453119484	1.4986676306
198	three_level_wide_positive	0.8413418300	0.2450063166	0.8650437417	0.0218547094	0.0354257115	0.1419947217	1.5000017859
199	three_level_wide_positive	0.8171786397	0.2420711826	0.8592538721	0.0221680440	0.0344152496	0.1525947148	1.5227199229
200	three_level_wide_positive	0.8296835461	0.2343580712	0.8525411061	0.0241115006	0.0372991602	0.1429364559	1.5118455646
1	three_level_independent_effect_levels	0.8259772874	0.2386050229	0.8275343263	0.0275686208	0.0420768303	0.1454570132	1.5315114339
2	three_level_independent_effect_levels	0.8189315537	0.2434296216	0.8140469332	0.0272910309	0.0428887493	0.1456577480	1.5323175022
3	three_level_independent_effect_levels	0.7766936614	0.2391158954	0.8432339372	0.0252346407	0.0383577414	0.1466661106	1.5121382574
4	three_level_independent_effect_levels	0.7715400484	0.2314544266	0.8340641700	0.0264665698	0.0427608737	0.1424777240	1.5199628931
5	three_level_independent_effect_levels	0.8153724833	0.2438983364	0.8406175116	0.0246975465	0.0397882297	0.1388783408	1.5089190036
6	three_level_independent_effect_levels	0.7655113930	0.2289795596	0.8291119629	0.0254617323	0.0393654415	0.1460702956	1.5269047712
7	three_level_independent_effect_levels	0.7921626550	0.2410879021	0.8464543129	0.0261399872	0.0404991353	0.1434955774	1.5145539287
8	three_level_independent_effect_levels	0.8127999909	0.2299261026	0.8176798103	0.0280662715	0.0439333305	0.1425834012	1.5166806289
9	three_level_independent_effect_levels	0.8020177225	0.2438218776	0.8149233177	0.0253378900	0.0425739439	0.1448888458	1.5277667329
10	three_level_independent_effect_levels	0.8442402139	0.2493498121	0.8676029879	0.0241029000	0.0374143796	0.1480921643	1.5236468676
11	three_level_independent_effect_levels	0.8346457014	0.2477831716	0.8186142817	0.0270615190	0.0431261835	0.1398238157	1.5070720635
12	three_level_independent_effect_levels	0.7943970003	0.2292190485	0.8130361657	0.0241200842	0.0377992709	0.1414346771	1.5092255194
13	three_level_independent_effect_levels	0.7968833509	0.2351019799	0.8368195833	0.0269674863	0.0435489328	0.1389075470	1.5154374722
14	three_level_independent_effect_levels	0.8303420328	0.2482034753	0.8136037555	0.0262376398	0.0433022698	0.1476878728	1.5323938219
15	three_level_independent_effect_levels	0.8014190502	0.2427015324	0.8351432766	0.0252713076	0.0399870619	0.1516954207	1.5369829353
16	three_level_independent_effect_levels	0.8291567159	0.2393644182	0.8282823595	0.0260425567	0.0408680485	0.1443788826	1.5085322942
17	three_level_independent_effect_levels	0.8310502434	0.2396571429	0.8206282867	0.0264107601	0.0428901711	0.1460545315	1.5275171294
18	three_level_independent_effect_levels	0.8245751045	0.2444807625	0.8099889582	0.0275777006	0.0424239874	0.1417758425	1.5065582812
19	three_level_independent_effect_levels	0.8027130200	0.2350504603	0.8054793653	0.0274299799	0.0427085535	0.1451243920	1.5230579831
20	three_level_independent_effect_levels	0.8223555109	0.2442404910	0.8470814793	0.0260637554	0.0408437446	0.1474528674	1.5282039305
21	three_level_independent_effect_levels	0.7985905203	0.2471518212	0.8221280283	0.0249467794	0.0388397465	0.1396320732	1.5028367120
22	three_level_independent_effect_levels	0.8447664226	0.2464489790	0.8548983477	0.0230034260	0.0366745590	0.1458541557	1.5007466489
23	three_level_independent_effect_levels	0.8072235775	0.2380453458	0.8328904278	0.0262460846	0.0412562639	0.1426761521	1.5156332593
24	three_level_independent_effect_levels	0.7950752644	0.2398413088	0.8316177605	0.0271032529	0.0413621785	0.1405238779	1.5150285908
25	three_level_independent_effect_levels	0.8272217864	0.2361731907	0.8509383221	0.0251780074	0.0395470274	0.1510745453	1.5364984570
26	three_level_independent_effect_levels	0.8104626707	0.2405970575	0.8338093877	0.0261342836	0.0408948440	0.1358269956	1.4973624488
27	three_level_independent_effect_levels	0.8589318309	0.2478099612	0.8427877576	0.0255416112	0.0388195150	0.1393869879	1.4955708566
28	three_level_independent_effect_levels	0.8205573641	0.2482756803	0.8042369343	0.0283123822	0.0470200518	0.1408351547	1.5172523217
29	three_level_independent_effect_levels	0.7889864160	0.2377044344	0.8518938298	0.0236293849	0.0365195754	0.1453906255	1.5227674673
30	three_level_independent_effect_levels	0.8076361695	0.2394356836	0.8043567016	0.0294062158	0.0474267550	0.1405214605	1.5277660619
31	three_level_independent_effect_levels	0.8253568853	0.2422373254	0.8268019154	0.0264192285	0.0428497191	0.1436025760	1.5240159730
32	three_level_independent_effect_levels	0.7848532987	0.2406774365	0.8176181788	0.0261587303	0.0422630172	0.1449347183	1.5138866964
33	three_level_independent_effect_levels	0.8049580185	0.2383715420	0.8355335695	0.0255181959	0.0393307478	0.1471644897	1.5186231059
34	three_level_independent_effect_levels	0.8202858574	0.2450266325	0.8155850627	0.0257840958	0.0411872470	0.1490334786	1.5353321622
35	three_level_independent_effect_levels	0.7994510826	0.2333375792	0.8154266766	0.0265807321	0.0416945182	0.1441123463	1.5294637175
36	three_level_independent_effect_levels	0.8038003514	0.2435173700	0.8509941733	0.0234354287	0.0363525322	0.1414348969	1.5053416434
37	three_level_independent_effect_levels	0.7775408579	0.2371212779	0.8175412354	0.0267228320	0.0407874313	0.1464583383	1.5294998533
38	three_level_independent_effect_levels	0.8061836548	0.2434849766	0.8461152940	0.0240947283	0.0364101514	0.1472875043	1.5162956198
39	three_level_independent_effect_levels	0.8069079414	0.2342904949	0.8152435548	0.0285657963	0.0435326960	0.1383778374	1.5215990553
40	three_level_independent_effect_levels	0.7945371207	0.2399026476	0.8042482553	0.0259332204	0.0400484541	0.1486117686	1.5244952332
41	three_level_independent_effect_levels	0.8152167486	0.2422789469	0.8492931001	0.0234154156	0.0376964557	0.1447888511	1.5100092322
42	three_level_independent_effect_levels	0.7816938413	0.2377449205	0.8230603210	0.0264104481	0.0413572770	0.1431662364	1.5214330722
43	three_level_independent_effect_levels	0.8441329865	0.2462350143	0.8122401466	0.0271362236	0.0441247860	0.1436713662	1.5233586200
44	three_level_independent_effect_levels	0.8090739924	0.2393004578	0.8328917284	0.0262488295	0.0421152565	0.1443806675	1.5199829728
45	three_level_independent_effect_levels	0.8115539731	0.2433837130	0.8291263743	0.0252213243	0.0388710252	0.1322783483	1.4820241125
46	three_level_independent_effect_levels	0.8175923459	0.2402743134	0.8155721678	0.0246364494	0.0388551769	0.1428789261	1.5165232603
47	three_level_independent_effect_levels	0.8274936653	0.2359403029	0.8423448762	0.0247063581	0.0382716693	0.1472841296	1.5238123218
48	three_level_independent_effect_levels	0.7763895356	0.2336588660	0.8308359698	0.0262314539	0.0399873066	0.1426153262	1.4994594308
49	three_level_independent_effect_levels	0.7669474464	0.2376137826	0.8518020222	0.0242012659	0.0381051948	0.1400235963	1.4928605061
50	three_level_independent_effect_levels	0.7976528390	0.2381173517	0.8297756815	0.0260672219	0.0415972340	0.1499626573	1.5428252330
51	three_level_independent_effect_levels	0.7972279156	0.2441490145	0.8215863422	0.0247013363	0.0376460275	0.1427132016	1.5124002403
52	three_level_independent_effect_levels	0.7949218667	0.2368302697	0.8259875996	0.0257551411	0.0402199218	0.1501862697	1.5493944606
53	three_level_independent_effect_levels	0.8090481949	0.2471085989	0.7969659624	0.0281706911	0.0441091735	0.1472445599	1.5264941962
54	three_level_independent_effect_levels	0.7899329067	0.2416805493	0.8384098209	0.0261183750	0.0449714480	0.1440672821	1.5083668572
55	three_level_independent_effect_levels	0.8093141136	0.2421703584	0.8271411250	0.0258117291	0.0398927028	0.1530196654	1.5344697970
56	three_level_independent_effect_levels	0.8016010103	0.2408492434	0.8554829294	0.0248838342	0.0394056357	0.1532353350	1.5417535267
57	three_level_independent_effect_levels	0.8143505908	0.2362012495	0.8250173206	0.0265500170	0.0413245565	0.1474262271	1.5226851441
58	three_level_independent_effect_levels	0.8545313984	0.2575828303	0.8269896297	0.0279253094	0.0446587852	0.1438214582	1.5356825119
59	three_level_independent_effect_levels	0.7833995174	0.2249481011	0.8206321389	0.0259348623	0.0407147200	0.1483753761	1.5351637504
60	three_level_independent_effect_levels	0.7911278619	0.2356510291	0.8355130070	0.0250296966	0.0380316454	0.1464410301	1.5179972098
61	three_level_independent_effect_levels	0.8155570100	0.2508951923	0.8387898898	0.0241557938	0.0369411053	0.1428809794	1.4972733004
62	three_level_independent_effect_levels	0.7764938310	0.2359105652	0.7949891784	0.0278670158	0.0464406373	0.1453060956	1.5288854831
63	three_level_independent_effect_levels	0.7975287775	0.2453335628	0.8399070274	0.0243190041	0.0370333861	0.1349956928	1.4707067894
64	three_level_independent_effect_levels	0.8338708543	0.2468946416	0.8102139404	0.0268967999	0.0419940194	0.1448619069	1.5202438133
65	three_level_independent_effect_levels	0.7915586390	0.2355320078	0.8109991735	0.0290426082	0.0472385564	0.1455965949	1.5341483069
66	three_level_independent_effect_levels	0.8159670287	0.2432190259	0.8210898072	0.0267180410	0.0409186145	0.1476923560	1.5409610669
67	three_level_independent_effect_levels	0.7760372457	0.2280092652	0.8297181953	0.0275780940	0.0441689745	0.1473655478	1.5358846527
68	three_level_independent_effect_levels	0.7797237736	0.2343278496	0.8043250022	0.0283293784	0.0438481176	0.1371672629	1.5101464075
69	three_level_independent_effect_levels	0.8047381751	0.2452762352	0.8442867292	0.0253448849	0.0390642218	0.1423685053	1.5080111681
70	three_level_independent_effect_levels	0.7958847132	0.2532302790	0.8513373570	0.0248670498	0.0391501498	0.1489393232	1.5197109282
71	three_level_independent_effect_levels	0.8103723834	0.2475924468	0.8452029178	0.0260658680	0.0427480356	0.1422721719	1.5155439437
72	three_level_independent_effect_levels	0.7962573393	0.2425757957	0.8285865184	0.0252260984	0.0397741718	0.1460223532	1.5190441862
73	three_level_independent_effect_levels	0.7904033157	0.2449113832	0.8248187715	0.0257433628	0.0390227368	0.1434326632	1.5200013705
74	three_level_independent_effect_levels	0.8078853939	0.2437162362	0.8303119447	0.0278769338	0.0454703467	0.1477874687	1.5356093598
75	three_level_independent_effect_levels	0.8109375954	0.2362254867	0.8393987963	0.0250074947	0.0396401948	0.1407339961	1.5083975985
76	three_level_independent_effect_levels	0.7785834178	0.2312988611	0.8457785649	0.0257830669	0.0393493679	0.1421158594	1.5097973464
77	three_level_independent_effect_levels	0.8088653461	0.2288913538	0.8271140299	0.0267032726	0.0430280776	0.1467115577	1.5308021319
78	three_level_independent_effect_levels	0.7985721984	0.2313524423	0.8719260770	0.0219206296	0.0337190325	0.1486037097	1.5256609902
79	three_level_independent_effect_levels	0.7800579500	0.2349437144	0.8371419267	0.0259295406	0.0397197473	0.1417624917	1.5187998775
80	three_level_independent_effect_levels	0.8160293965	0.2444996808	0.8476391896	0.0240349036	0.0381130954	0.1499965454	1.5386154871
81	three_level_independent_effect_levels	0.7668485522	0.2359147825	0.8016759634	0.0273982016	0.0429029776	0.1414161845	1.5217315159
82	three_level_independent_effect_levels	0.8231668440	0.2429051687	0.8180293804	0.0247661558	0.0398320134	0.1511211438	1.5422189501
83	three_level_independent_effect_levels	0.7627841739	0.2357817855	0.8365528674	0.0253476956	0.0389835321	0.1472126311	1.5313557995
84	three_level_independent_effect_levels	0.8081517605	0.2387470954	0.8250430367	0.0265072450	0.0411778186	0.1469339810	1.5237899988
85	three_level_independent_effect_levels	0.8413883900	0.2507488506	0.8205774343	0.0261406755	0.0397367960	0.1353183980	1.5207962182
86	three_level_independent_effect_levels	0.8072352818	0.2394231878	0.8300272835	0.0267101947	0.0408414836	0.1431134839	1.5016025946
87	three_level_independent_effect_levels	0.7972339575	0.2344027702	0.8148487765	0.0266929762	0.0422498426	0.1443595265	1.5183940841
88	three_level_independent_effect_levels	0.8167465176	0.2427076988	0.8261325642	0.0259745245	0.0406974169	0.1439656749	1.5031388276
89	three_level_independent_effect_levels	0.8494384524	0.2366308121	0.8552457738	0.0227841699	0.0350236728	0.1523566065	1.5312670695
90	three_level_independent_effect_levels	0.8303242209	0.2398196722	0.8274991354	0.0253330006	0.0384337928	0.1447950474	1.5154524956
91	three_level_independent_effect_levels	0.8108562516	0.2487588919	0.8208741055	0.0265427057	0.0416996824	0.1486230749	1.5302088900
92	three_level_independent_effect_levels	0.7570145252	0.2265520952	0.8373504270	0.0257716668	0.0399521398	0.1444508063	1.5275200415
93	three_level_independent_effect_levels	0.7957746122	0.2406071284	0.8491239817	0.0253273305	0.0407643703	0.1484634174	1.5250787179
94	three_level_independent_effect_levels	0.8089498502	0.2406078866	0.8337449241	0.0233891805	0.0364337933	0.1478031420	1.5242928121
95	three_level_independent_effect_levels	0.7929687304	0.2446015390	0.8460745302	0.0239820324	0.0370333259	0.1396208518	1.4926400853
96	three_level_independent_effect_levels	0.8270821113	0.2445821095	0.8032671828	0.0284076480	0.0462828627	0.1361284295	1.5140925587
97	three_level_independent_effect_levels	0.7681713113	0.2302219548	0.8258000332	0.0259095552	0.0399253165	0.1520203212	1.5453560424
98	three_level_independent_effect_levels	0.8159193020	0.2531431340	0.8352898982	0.0252667088	0.0388396251	0.1440280420	1.5176261912
99	three_level_independent_effect_levels	0.7967604837	0.2357681922	0.8369500276	0.0244773392	0.0373134832	0.1492204932	1.5275197269
100	three_level_independent_effect_levels	0.7812287893	0.2436844326	0.8253486196	0.0270863305	0.0437605844	0.1454350446	1.5196030984
101	three_level_independent_effect_levels	0.8217050268	0.2484496381	0.8135446691	0.0273890483	0.0436898525	0.1482318126	1.5505082986
102	three_level_independent_effect_levels	0.7686908478	0.2319039843	0.8553320606	0.0248088643	0.0386637169	0.1444885227	1.5129798074
103	three_level_independent_effect_levels	0.8154085051	0.2325849459	0.8254190631	0.0267344356	0.0414077783	0.1362103452	1.5021162783
104	three_level_independent_effect_levels	0.8260509073	0.2434385707	0.8291288860	0.0255079401	0.0395847730	0.1452802709	1.5195884025
105	three_level_independent_effect_levels	0.7919421604	0.2350167150	0.8301848652	0.0262256784	0.0412417274	0.1462031660	1.5220010274
106	three_level_independent_effect_levels	0.7999417258	0.2410540197	0.8108536648	0.0285754008	0.0460500265	0.1403495557	1.5235314390
107	three_level_independent_effect_levels	0.7901485391	0.2484125335	0.8110258080	0.0264067318	0.0426035712	0.1480438811	1.5411225980
108	three_level_independent_effect_levels	0.7925700690	0.2376897128	0.8290341043	0.0282365663	0.0451781744	0.1404695615	1.5028078023
109	three_level_independent_effect_levels	0.7619066252	0.2283484711	0.8312415915	0.0265231408	0.0408158854	0.1465248889	1.5207716305
110	three_level_independent_effect_levels	0.7930736043	0.2355287726	0.8220188953	0.0259799644	0.0408331178	0.1486894144	1.5402513461
111	three_level_independent_effect_levels	0.8026085727	0.2420340640	0.8001717904	0.0268395631	0.0433017704	0.1440910851	1.5250479913
112	three_level_independent_effect_levels	0.7389676679	0.2275081100	0.8382965976	0.0231333044	0.0377408346	0.1462893587	1.5157452478
113	three_level_independent_effect_levels	0.8109417890	0.2438568263	0.8522746883	0.0243127853	0.0379756990	0.1446643897	1.5094363841
114	three_level_independent_effect_levels	0.8538454175	0.2391169549	0.8378902451	0.0248872127	0.0382348489	0.1545264681	1.5538437796
115	three_level_independent_effect_levels	0.7450646941	0.2257623526	0.8093126095	0.0288599515	0.0455812567	0.1431960857	1.5317217135
116	three_level_independent_effect_levels	0.8089807214	0.2365866146	0.8370726642	0.0271907766	0.0432386206	0.1454416804	1.5227178819
117	three_level_independent_effect_levels	0.8139746177	0.2371709120	0.8456517227	0.0247552059	0.0382385181	0.1463945802	1.5254676276
118	three_level_independent_effect_levels	0.8061467384	0.2422338169	0.8383230974	0.0262060788	0.0422883177	0.1433835304	1.5193820793
119	three_level_independent_effect_levels	0.8351741947	0.2509092061	0.8343728271	0.0256091000	0.0408738013	0.1465972623	1.5332410695
120	three_level_independent_effect_levels	0.8179866934	0.2429131266	0.8073378439	0.0259218158	0.0412021828	0.1376719168	1.5048014663
121	three_level_independent_effect_levels	0.8492301974	0.2506389801	0.8411617130	0.0275247445	0.0419226665	0.1435221785	1.5126399596
122	three_level_independent_effect_levels	0.7971876473	0.2417579016	0.8450374077	0.0233329512	0.0354408938	0.1416853195	1.5109548040
123	three_level_independent_effect_levels	0.7938055334	0.2415671418	0.8124818166	0.0269161068	0.0411065817	0.1396352673	1.5017058518
124	three_level_independent_effect_levels	0.8104737736	0.2442857932	0.7932252836	0.0256337831	0.0409017753	0.1389780416	1.4937318749
125	three_level_independent_effect_levels	0.8281352977	0.2499515890	0.8137522058	0.0279832769	0.0465150067	0.1404739224	1.5112080625
126	three_level_independent_effect_levels	0.7992106942	0.2495398077	0.8442116003	0.0240739298	0.0371909134	0.1460413510	1.5185291325
127	three_level_independent_effect_levels	0.8345327227	0.2496881954	0.8282619866	0.0274139997	0.0423751251	0.1396359318	1.5116074646
128	three_level_independent_effect_levels	0.8533518202	0.2498620335	0.8227497128	0.0261700624	0.0424629023	0.1498233297	1.5421242298
129	three_level_independent_effect_levels	0.7954543569	0.2399664056	0.8350966649	0.0255907258	0.0406955082	0.1448271711	1.5133643537
130	three_level_independent_effect_levels	0.8255790141	0.2376527915	0.8254998350	0.0262183817	0.0409444626	0.1483381228	1.5524012832
131	three_level_independent_effect_levels	0.8151214895	0.2417439154	0.8226217717	0.0269697185	0.0426338552	0.1486518125	1.5446072082
132	three_level_independent_effect_levels	0.8223636103	0.2395405152	0.8376756507	0.0256359021	0.0392883834	0.1418780118	1.5077031907
133	three_level_independent_effect_levels	0.7454711786	0.2256272412	0.8208271775	0.0254208967	0.0395026259	0.1495277701	1.5254815342
134	three_level_independent_effect_levels	0.7849210927	0.2409120664	0.8249897735	0.0250165649	0.0391045986	0.1449958438	1.5142366414
135	three_level_independent_effect_levels	0.8241417669	0.2464555926	0.8396503751	0.0250235118	0.0404711013	0.1472837906	1.5222419564
136	three_level_independent_effect_levels	0.8240975795	0.2460935889	0.8244479669	0.0255509852	0.0386092799	0.1421209863	1.5070859940
137	three_level_independent_effect_levels	0.7892575353	0.2396291914	0.8295870206	0.0244516534	0.0392496147	0.1408332069	1.5107549556
138	three_level_independent_effect_levels	0.7845102557	0.2476225805	0.8369253140	0.0256386148	0.0401418966	0.1546465904	1.5526902590
139	three_level_independent_effect_levels	0.8165690803	0.2369237486	0.8536013338	0.0255086859	0.0391498982	0.1456809756	1.5074462335
140	three_level_independent_effect_levels	0.8127130037	0.2377923461	0.8278759512	0.0263057187	0.0411768199	0.1453206034	1.5153534012
141	three_level_independent_effect_levels	0.8088212943	0.2471625853	0.8285493655	0.0271149873	0.0421002782	0.1434644232	1.5227380135
142	three_level_independent_effect_levels	0.8169277582	0.2506024266	0.8133499307	0.0281472352	0.0478707467	0.1386635103	1.5035332474
143	three_level_independent_effect_levels	0.7686622408	0.2342539920	0.8424967865	0.0245658589	0.0370021496	0.1444838554	1.5045414396
144	three_level_independent_effect_levels	0.7991618545	0.2485417471	0.8133147838	0.0276322439	0.0436440488	0.1358295790	1.4937841033
145	three_level_independent_effect_levels	0.8041657963	0.2341074137	0.8186600642	0.0268701126	0.0409646138	0.1447528489	1.5310740678
146	three_level_independent_effect_levels	0.8110503820	0.2463733507	0.8081422766	0.0274535363	0.0430916353	0.1372735997	1.5087592119
147	three_level_independent_effect_levels	0.8300543428	0.2481335466	0.8567754748	0.0247740311	0.0383189015	0.1492828902	1.5333772937
148	three_level_independent_effect_levels	0.8042935718	0.2377243644	0.8424184502	0.0243930292	0.0377724619	0.1453982672	1.5219764226
149	three_level_independent_effect_levels	0.8113850157	0.2485203399	0.8184274324	0.0262999838	0.0406263111	0.1405625833	1.5228269907
150	three_level_independent_effect_levels	0.7853574333	0.2421053809	0.8189092109	0.0259601043	0.0434436697	0.1445260488	1.5178462921
151	three_level_independent_effect_levels	0.7644795455	0.2303925454	0.8196989723	0.0261838286	0.0420414556	0.1479370411	1.5218657134
152	three_level_independent_effect_levels	0.8148250545	0.2436370702	0.8436630738	0.0250093077	0.0390156392	0.1485068011	1.5303429917
153	three_level_independent_effect_levels	0.7846748249	0.2445559805	0.8091232806	0.0275165262	0.0434261555	0.1471674724	1.5366174106
154	three_level_independent_effect_levels	0.8401576319	0.2462729532	0.8098115814	0.0280750833	0.0446434338	0.1473963542	1.5357322734
155	three_level_independent_effect_levels	0.8133784253	0.2381219957	0.8114422816	0.0294890575	0.0465432790	0.1448033369	1.5270749496
156	three_level_independent_effect_levels	0.7854777017	0.2456275452	0.8213794105	0.0273806138	0.0430063757	0.1419277776	1.5145346623
157	three_level_independent_effect_levels	0.8167331790	0.2301686918	0.8184595608	0.0281620670	0.0444426312	0.1507088093	1.5374290482
158	three_level_independent_effect_levels	0.8332845542	0.2531050287	0.8349629067	0.0253096837	0.0401454103	0.1415390695	1.5106179674
159	three_level_independent_effect_levels	0.7908671023	0.2407034632	0.8417027256	0.0256687342	0.0394921275	0.1462140820	1.5191952627
160	three_level_independent_effect_levels	0.8088910045	0.2302796889	0.8228739517	0.0262103821	0.0400446212	0.1473908663	1.5298376636
161	three_level_independent_effect_levels	0.8043903402	0.2377496507	0.8450002875	0.0245326956	0.0387846816	0.1459546286	1.5355913996
162	three_level_independent_effect_levels	0.8334222652	0.2443815508	0.8393489921	0.0245775264	0.0374043680	0.1438774945	1.5149355723
163	three_level_independent_effect_levels	0.8355985280	0.2485308384	0.8294361751	0.0262548554	0.0415153219	0.1463589643	1.5411182035
164	three_level_independent_effect_levels	0.8290004093	0.2554881682	0.8354599663	0.0254088743	0.0389779965	0.1494465733	1.5332483236
165	three_level_independent_effect_levels	0.8690874225	0.2422872029	0.8399771513	0.0244414397	0.0383689634	0.1451822676	1.5159424148
166	three_level_independent_effect_levels	0.8068374835	0.2467701225	0.8085825539	0.0270013559	0.0421516620	0.1448074132	1.5156517958
167	three_level_independent_effect_levels	0.7956920672	0.2496610481	0.8437293905	0.0234162605	0.0369798848	0.1478625134	1.5142216537
168	three_level_independent_effect_levels	0.8305406879	0.2353677060	0.8370913878	0.0249003419	0.0402129572	0.1461716763	1.5098536801
169	three_level_independent_effect_levels	0.7863877187	0.2352071193	0.8200923542	0.0258294630	0.0417877838	0.1438920197	1.5167417564
170	three_level_independent_effect_levels	0.8087876605	0.2437538506	0.8573593616	0.0226067760	0.0349437816	0.1486536756	1.5106225693
171	three_level_independent_effect_levels	0.7733479349	0.2379799458	0.8456988782	0.0251438564	0.0390223923	0.1488446480	1.5401882964
172	three_level_independent_effect_levels	0.8018837058	0.2316345189	0.8295610810	0.0273702454	0.0426036839	0.1392494625	1.5024831348
173	three_level_independent_effect_levels	0.8189072177	0.2477271215	0.8334554273	0.0267807326	0.0398265156	0.1394059760	1.5036762689
174	three_level_independent_effect_levels	0.8154400766	0.2427361596	0.8214193041	0.0276490725	0.0417526284	0.1408062454	1.5129163588
175	three_level_independent_effect_levels	0.8002070074	0.2316317346	0.8381466782	0.0276025865	0.0430696423	0.1504056286	1.5512750373
176	three_level_independent_effect_levels	0.8424763946	0.2460539399	0.8298713285	0.0240754094	0.0370584224	0.1486086461	1.5167630810
177	three_level_independent_effect_levels	0.8039650394	0.2495135812	0.7915894573	0.0273032454	0.0421414099	0.1440913276	1.5246386841
178	three_level_independent_effect_levels	0.8041321945	0.2367152640	0.8285813189	0.0257693904	0.0397186368	0.1450319087	1.4941911525
179	three_level_independent_effect_levels	0.8149938080	0.2424262489	0.8285357170	0.0248274785	0.0388091072	0.1429302771	1.5062897861
180	three_level_independent_effect_levels	0.7902125024	0.2411670611	0.8196097916	0.0273643793	0.0431149239	0.1354003599	1.5005668085
181	three_level_independent_effect_levels	0.7825726241	0.2387459761	0.8514442495	0.0233079337	0.0367658119	0.1452451867	1.5145446869
182	three_level_independent_effect_levels	0.8265343257	0.2485931304	0.8233238921	0.0269064776	0.0406793117	0.1386395278	1.5076355354
183	three_level_independent_effect_levels	0.8429094277	0.2445243690	0.8490015300	0.0244253878	0.0371083124	0.1466233087	1.5189457701
184	three_level_independent_effect_levels	0.8252356757	0.2429514091	0.8450257450	0.0247312130	0.0381099407	0.1349817903	1.4827304946
185	three_level_independent_effect_levels	0.8134793855	0.2436790114	0.8511853233	0.0220395886	0.0337834849	0.1489521373	1.5215255375
186	three_level_independent_effect_levels	0.8157244146	0.2546334544	0.8307704448	0.0259058461	0.0403635122	0.1458966665	1.5075733028
187	three_level_independent_effect_levels	0.7866812080	0.2373669615	0.8134694469	0.0275929094	0.0429917296	0.1408231531	1.5290642245
